long,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,
992,,,,,,,,,"Вы вопросительно поднимаете бровь и смотрите на |3-3(%s).",,,,,,,,0xFF01FE,
993,,,,,,,,,"%s вопросительно поднимает бровь.",,,,,,,,0xFF01FE,
994,,,,,,,,,"Вы вопросительно поднимаете бровь.",,,,,,,,0xFF01FE,
995,,,,,,,,,"%s поднимает бровь и вопросительно смотрит на |3-3(%s).",,,,,,,,0xFF01FE,
996,,,,,,,,,"%s смотрит на вас, вопросительно подняв бровь.",,,,,,,,0xFF01FE,
997,,,,,,,,,"%s вопросительно поднимает бровь.",,,,,,,,0xFF01FE,
998,,,,,,,,,"%s пьет за |3-3(%s). Будем здоровы!",,,,,,,,0xFF01FE,
999,,,,,,,,,"%s пьет за вас. Будем здоровы!",,,,,,,,0xFF01FE,
1000,,,,,,,,,"Вы пьете за |3-1(%s). Будем здоровы!",,,,,,,,0xFF01FE,
1001,,,,,,,,,"%s поднимает кубок. Будем здоровы!",,,,,,,,0xFF01FE,
1002,,,,,,,,,"Вы поднимаете кубок. Будем здоровы!",,,,,,,,0xFF01FE,
1003,,,,,,,,,"|3-2(%s) кажется, что |3-3(%s) постигла неудача.",,,,,,,,0xFF01FE,
1004,,,,,,,,,"|3-2(%s) кажется, что вас постигла неудача.",,,,,,,,0xFF01FE,
1005,,,,,,,,,"",,,,,,,,0xFF01FC,
1006,,,,,,,,,"",,,,,,,,0xFF01FC,
1007,,,,,,,,,"Вам кажется, что %s потерпел неудачу.",,,,,,,,0xFF01FE,
1008,,,,,,,,,"|3-3(%s) постигла неудача.",,,,,,,,0xFF01FE,
1009,,,,,,,,,"Вы потерпели неудачу",,,,,,,,0xFF01FE,
1010,,,,,,,,,"%s по-дружески здоровается с |3-4(%s)!",,,,,,,,0xFF01FE,
1011,,,,,,,,,"%s по-дружески здоровается с вами!",,,,,,,,0xFF01FE,
1012,,,,,,,,,"Вы по-дружески здороваетесь с |3-4(%s)!",,,,,,,,0xFF01FE,
1013,,,,,,,,,"%s поднимает руку для дружеского приветствия.",,,,,,,,0xFF01FE,
1014,,,,,,,,,"Вы поднимаете руку для дружеского приветствия.",,,,,,,,0xFF01FE,
1015,,,,,,,,,"%s поднимает руку для дружеского приветствия.",,,,,,,,0xFF01FE,
1016,,,,,,,,,"%s смотрит на |3-3(%s) отсутствующим взглядом.",,,,,,,,0xFF01FE,
1017,,,,,,,,,"%s смотрит на вас отсутствующим взглядом.",,,,,,,,0xFF01FE,
1018,,,,,,,,,"Вы смотрите на |3-3(%s) отсутствующим взглядом.",,,,,,,,0xFF01FE,
1019,,,,,,,,,"Кажется, %s сбит с толку.",,,,,,,,0xFF01FE,
1020,,,,,,,,,"Кажется, вы сбиты с толку.",,,,,,,,0xFF01FE,
1021,,,,,,,,,"%s обнимает |3-3(%s) за плечи.",,,,,,,,0xFF01FE,
1022,,,,,,,,,"%s обнимает вас за плечи.",,,,,,,,0xFF01FE,
1023,,,,,,,,,"Вы обнимаете |3-3(%s) за плечи.",,,,,,,,0xFF01FE,
1024,,,,,,,,,"%s обнимает |3-3(%s) за плечи.",,,,,,,,0xFF01FE,
1025,,,,,,,,,"%s обнимает вас за плечи.",,,,,,,,0xFF01FE,
1026,,,,,,,,,"%s смотрит на |3-3(%s) с благоговейным трепетом.",,,,,,,,0xFF01FE,
1027,,,,,,,,,"%s смотрит на вас с благоговейным трепетом.",,,,,,,,0xFF01FE,
1028,,,,,,,,,"Вы смотрите на |3-3(%s) с благоговейным трепетом.",,,,,,,,0xFF01FE,
1029,,,,,,,,,"%s оглядывается вокруг с благоговейным трепетом.",,,,,,,,0xFF01FE,
1030,,,,,,,,,"Вы оглядываетесь вокруг с благоговейным трепетом.",,,,,,,,0xFF01FE,
1031,,,,,,,,,"%s роется в своем рюкзаке.",,,,,,,,0xFF01FE,
1032,,,,,,,,,"Вы роетесь в своем рюкзаке.",,,,,,,,0xFF01FE,
1033,,,,,,,,,"%s роется в своем рюкзаке.",,,,,,,,0xFF01FE,
1034,,,,,,,,,"|3-2(%s) кажется, что ничем хорошим это не закончится...",,,,,,,,0xFF01FE,
1035,,,,,,,,,"Вам кажется, что ничем хорошим это не закончится.",,,,,,,,0xFF01FE,
1036,,,,,,,,,"%s вызывает |3-3(%s) на дуэль.",,,,,,,,0xFF01FE,
1037,,,,,,,,,"%s вызывает вас на дуэль.",,,,,,,,0xFF01FE,
1038,,,,,,,,,"Вы вызываете |3-3(%s) на дуэль.",,,,,,,,0xFF01FE,
1039,,,,,,,,,"%s бросает вызов всем. Вперед!",,,,,,,,0xFF01FE,
1040,,,,,,,,,"Вы бросаете вызов всем вокруг. Давайте!",,,,,,,,0xFF01FE,
1041,,,,,,,,,"%s подначивает |3-3(%s) пить до дна. ПЕЙ ДО ДНА!",,,,,,,,0xFF01FE,
1042,,,,,,,,,"%s подначивает вас изобразить выпить до дна. ПЕЙ ДО ДНА!",,,,,,,,0xFF01FE,
1043,,,,,,,,,"Вы подначиваете |3-3(%s) пить до дна. ПЕЙ ДО ДНА!",,,,,,,,0xFF01FE,
1044,,,,,,,,,"%s одним глотком осушает свою кружку.",,,,,,,,0xFF01FE,
1045,,,,,,,,,"Вы одним глотком осушаете свою кружку.",,,,,,,,0xFF01FE,
1046,,,,,,,,,"%s одним глотком осушает свою кружку.",,,,,,,,0xFF01FE,
1053,,,,,,,,,"%s достигает нового уровня. ДЗИНЬ!",,,,,,,,0xFF01FE,
1054,,,,,,,,,"Вы достигли нового уровня. ДЗИНЬ!",,,,,,,,0xFF01FE,
1055,,,,,,,,,"",,,,,,,,0xFF01FC,
1056,,,,,,,,,"%s смотрит на |3-3(%s) и прячет лицо в ладонях.",,,,,,,,0xFF01FE,
1057,,,,,,,,,"%s смотрит на вас и прячет лицо в ладонях.",,,,,,,,0xFF01FE,
1058,,,,,,,,,"Вы смотрите на |3-3(%s) и прячете лицо в ладонях.",,,,,,,,0xFF01FE,
1059,,,,,,,,,"%s прячет лицо в ладонях.",,,,,,,,0xFF01FE,
1060,,,,,,,,,"Вы прячете лицо в ладонях.",,,,,,,,0xFF01FE,
1061,,,,,,,,,"%s смотрит на |3-3(%s) и прячет лицо в ладонях.",,,,,,,,0xFF01FE,
1062,,,,,,,,,"%s смотрит на вас и прячет лицо в ладонях.",,,,,,,,0xFF01FE,
1063,,,,,,,,,"%s прячет лицо в ладонях.",,,,,,,,0xFF01FE,
1064,,,,,,,,,"%s падает в обморок при виде |3-1(%s).",,,,,,,,0xFF01FE,
1065,,,,,,,,,"%s падает в обморок при виде вас.",,,,,,,,0xFF01FE,
1066,,,,,,,,,"Вы падаете в обморок при виде |3-1(%s).",,,,,,,,0xFF01FE,
1067,,,,,,,,,"%s падает в обморок.",,,,,,,,0xFF01FE,
1068,,,,,,,,,"Вы падаете в обморок.",,,,,,,,0xFF01FE,
1069,,,,,,,,,"%s велит |3-1(%s) идти.",,,,,,,,0xFF01FE,
1070,,,,,,,,,"%s велит вам уйти.",,,,,,,,0xFF01FE,
1071,,,,,,,,,"Вы велите |3-2(%s) уйти.",,,,,,,,0xFF01FE,
1072,,,,,,,,,"%s велит всем идти.",,,,,,,,0xFF01FE,
1073,,,,,,,,,"Вы велите всем идти.",,,,,,,,0xFF01FE,
1074,,,,,,,,,"%s говорит |3-2(%s), что ему пора уходить.",,,,,,,,0xFF01FE,
1075,,,,,,,,,"%s говорит, что ему пора уходить.",,,,,,,,0xFF01FE,
1076,,,,,,,,,"Вы говорите |3-2(%s), что вам пора уходить.",,,,,,,,0xFF01FE,
1077,,,,,,,,,"|3-2(%s) пора уходить.",,,,,,,,0xFF01FE,
1078,,,,,,,,,"Вам пора уходить.",,,,,,,,0xFF01FE,
1079,,,,,,,,,"%s говорит |3-2(%s), что ей пора уходить.",,,,,,,,0xFF01FE,
1080,,,,,,,,,"%s говорит вам, что ей пора уходить.",,,,,,,,0xFF01FE,
1081,,,,,,,,,"%s зло смотрит на |3-3(%s)",,,,,,,,0xFF01FE,
1082,,,,,,,,,"%s зло смотрит на вас.",,,,,,,,0xFF01FE,
1083,,,,,,,,,"Вы зло смотрите на |3-3(%s).",,,,,,,,0xFF01FE,
1084,,,,,,,,,"%s зло смотрит на всех окружающих.",,,,,,,,0xFF01FE,
1085,,,,,,,,,"Вы зло смотрите на всех окружающих.",,,,,,,,0xFF01FE,
1086,,,,,,,,,"%s зло смотрит на всех окружающих.",,,,,,,,0xFF01FE,
1087,,,,,,,,,"У |3-1(%s) болит голова от кривляний |3-1(%s).",,,,,,,,0xFF01FE,
1088,,,,,,,,,"У |3-1(%s) болит голова от ваших кривляний.",,,,,,,,0xFF01FE,
1089,,,,,,,,,"У вас болит голова от кривляний |3-1(%s).",,,,,,,,0xFF01FE,
1090,,,,,,,,,"У |3-1(%s) болит голова.",,,,,,,,0xFF01FE,
1091,,,,,,,,,"У вас болит голова.",,,,,,,,0xFF01FE,
1092,,,,,,,,,"%s громко икает.",,,,,,,,0xFF01FE,
1093,,,,,,,,,"Вы громко икаете.",,,,,,,,0xFF01FE,
1100,,,,,,,,,"%s шипит на |3-3(%s).",,,,,,,,0xFF01FE,
1101,,,,,,,,,"%s шипит на вас.",,,,,,,,0xFF01FE,
1102,,,,,,,,,"Вы шипите на |3-3(%s).",,,,,,,,0xFF01FE,
1103,,,,,,,,,"%s шипит на окружающих.",,,,,,,,0xFF01FE,
1104,,,,,,,,,"Вы шипите на окружающих.",,,,,,,,0xFF01FE,
1105,,,,,,,,,"%s шипит на окружающих.",,,,,,,,0xFF01FE,
1106,,,,,,,,,"%s здоровается с |3-4(%s) за руку.",,,,,,,,0xFF01FE,
1107,,,,,,,,,"%s здоровается с вами за руку.",,,,,,,,0xFF01FE,
1108,,,,,,,,,"Вы держитесь с |3-4(%s) за руку.",,,,,,,,0xFF01FE,
1114,,,,,,,,,"%s велит |3-2(%s) поторопиться.",,,,,,,,0xFF01FE,
1115,,,,,,,,,"%s говорит вам поторопиться.",,,,,,,,0xFF01FE,
1116,,,,,,,,,"Вы говорите |3-2(%s) поторопиться.",,,,,,,,0xFF01FE,
1117,,,,,,,,,"%s пытается не отставать.",,,,,,,,0xFF01FE,
1118,,,,,,,,,"Вы пытаетесь не отставать.",,,,,,,,0xFF01FE,
1119,,,,,,,,,"У |3-1(%s) есть идея!",,,,,,,,0xFF01FE,
1120,,,,,,,,,"У вас есть идея!",,,,,,,,0xFF01FE,
1121,,,,,,,,,"%s завидует |3-2(%s).",,,,,,,,0xFF01FE,
1122,,,,,,,,,"%s завидует вам.",,,,,,,,0xFF01FE,
1123,,,,,,,,,"Вы завидуете |3-2(%s).",,,,,,,,0xFF01FE,
1124,,,,,,,,,"%s завидует всем вокруг.",,,,,,,,0xFF01FE,
1125,,,,,,,,,"Вы завидуете всем вокруг.",,,,,,,,0xFF01FE,
1126,,,,,,,,,"%s завидует всем вокруг.",,,,,,,,0xFF01FE,
1127,,,,,,,,,"%s желает |3-2(%s) удачи.",,,,,,,,0xFF01FE,
1128,,,,,,,,,"%s желает вам удачи.",,,,,,,,0xFF01FE,
1129,,,,,,,,,"Вы желаете |3-2(%s) удачи.",,,,,,,,0xFF01FE,
1130,,,,,,,,,"%s желает окружающим удачи.",,,,,,,,0xFF01FE,
1131,,,,,,,,,"Вы желаете окружающим удачи.",,,,,,,,0xFF01FE,
1132,,,,,,,,,"%s достает карту.",,,,,,,,0xFF01FE,
1133,,,,,,,,,"Вы достаете карту.",,,,,,,,0xFF01FE,
1134,,,,,,,,,"%s достает карту.",,,,,,,,0xFF01FE,
1135,,,,,,,,,"%s просит |3-1(%s) о пощаде.",,,,,,,,0xFF01FE,
1136,,,,,,,,,"%s умоляет вас о пощаде.",,,,,,,,0xFF01FE,
1137,,,,,,,,,"Вы просите |3-1(%s) о пощаде",,,,,,,,0xFF01FE,
1138,,,,,,,,,"%s просит о пощаде.",,,,,,,,0xFF01FE,
1139,,,,,,,,,"Вы молите о пощаде.",,,,,,,,0xFF01FE,
1140,,,,,,,,,"%s зло бормочет, обращаясь к |3-2(%s). Гхмммм!",,,,,,,,0xFF01FE,
1141,,,,,,,,,"%s зло бормочет, обращаясь к вам. Гхмммм!",,,,,,,,0xFF01FE,
1142,,,,,,,,,"Вы зло бормочите, обращаясь к |3-2(%s). Гхмммм!",,,,,,,,0xFF01FE,
1143,,,,,,,,,"%s зло бормочет себе под нос. Гхмммм!",,,,,,,,0xFF01FE,
1144,,,,,,,,,"Вы зло бормочите сбе под нос. Гхмммм!",,,,,,,,0xFF01FE,
1145,,,,,,,,,"%s зло бормочет себе под нос. Гхмммм!",,,,,,,,0xFF01FE,
1146,,,,,,,,,"%s обеспокоенно смотрит на |3-3(%s)",,,,,,,,0xFF01FE,
1147,,,,,,,,,"%s обеспокоено смотрит на вас.",,,,,,,,0xFF01FE,
1148,,,,,,,,,"Вы обеспокоено смотрите на |3-3(%s).",,,,,,,,0xFF01FE,
1149,,,,,,,,,"%s нервно оглядывается.",,,,,,,,0xFF01FE,
1150,,,,,,,,,"Вы обеспокоено озираетесь по сторонам.",,,,,,,,0xFF01FE,
1151,,,,,,,,,"%s делает |3-2(%s) предложение, от которого невозможно отказаться.",,,,,,,,0xFF01FE,
1152,,,,,,,,,"%s делает вам предложение, от которого невозможно отказаться.",,,,,,,,0xFF01FE,
1153,,,,,,,,,"Вы делаете |3-2(%s) предложение, от которого невозможно отказаться.",,,,,,,,0xFF01FE,
1154,,,,,,,,,"%s поглаживает |3-3(%s).",,,,,,,,0xFF01FE,
1155,,,,,,,,,"%s поглаживает вас.",,,,,,,,0xFF01FE,
1156,,,,,,,,,"Вы поглаживаете |3-3(%s).",,,,,,,,0xFF01FE,
1157,,,,,,,,,"%s щипает |3-3(%s).",,,,,,,,0xFF01FE,
1158,,,,,,,,,"%s щипает вас.",,,,,,,,0xFF01FE,
1159,,,,,,,,,"Вы щипаете |3-3(%s).",,,,,,,,0xFF01FE,
1160,,,,,,,,,"%s щипает себя.",,,,,,,,0xFF01FE,
1161,,,,,,,,,"Вы щипаете себя.",,,,,,,,0xFF01FE,
1162,,,,,,,,,"%s щипает себя.",,,,,,,,0xFF01FE,
1168,,,,,,,,,"%s гордится |3-4(%s).",,,,,,,,0xFF01FE,
1169,,,,,,,,,"%s гордится вами.",,,,,,,,0xFF01FE,
1170,,,,,,,,,"Вы гордитесь |3-4(%s).",,,,,,,,0xFF01FE,
1171,,,,,,,,,"%s гордится собой.",,,,,,,,0xFF01FE,
1172,,,,,,,,,"Вы гордитесь собой.",,,,,,,,0xFF01FE,
1173,,,,,,,,,"%s гордится собой.",,,,,,,,0xFF01FE,
1174,,,,,,,,,"%s даете |3-2(%s) обещание.",,,,,,,,0xFF01FE,
1175,,,,,,,,,"%s дает вам обещание.",,,,,,,,0xFF01FE,
1176,,,,,,,,,"Вы даете |3-2(%s) обещание.",,,,,,,,0xFF01FE,
1177,,,,,,,,,"%s проверяет, есть ли у |3-1(%s) пульс. О нет!",,,,,,,,0xFF01FE,
1178,,,,,,,,,"%s проверяет, есть ли у вас пульс.",,,,,,,,0xFF01FE,
1179,,,,,,,,,"Вы проверяете, есть ли у |3-1(%s) пульс. О нет!",,,,,,,,0xFF01FE,
1180,,,,,,,,,"%s проверяет свой пульс.",,,,,,,,0xFF01FE,
1181,,,,,,,,,"Вы проверяете свой пульс. Никуда не делся.",,,,,,,,0xFF01FE,
1182,,,,,,,,,"%s ударяет |3-3(%s) в плечо.",,,,,,,,0xFF01FE,
1183,,,,,,,,,"%s ударяет вас в плечо.",,,,,,,,0xFF01FE,
1184,,,,,,,,,"Вы ударяете |3-3(%s) в плечо.",,,,,,,,0xFF01FE,
1185,,,,,,,,,"%s дуется на |3-3(%s).",,,,,,,,0xFF01FE,
1186,,,,,,,,,"%s дуется на вас.",,,,,,,,0xFF01FE,
1187,,,,,,,,,"Вы дуетесь на |3-3(%s).",,,,,,,,0xFF01FE,
1188,,,,,,,,,"%s дуется на всех окружающих.",,,,,,,,0xFF01FE,
1189,,,,,,,,,"Вы дуетесь на всех окружающих.",,,,,,,,0xFF01FE,
1190,,,,,,,,,"%s дуется на всех окружающих.",,,,,,,,0xFF01FE,
1191,,,,,,,,,"|3-3(%s) переполняет сожаление.",,,,,,,,0xFF01FE,
1192,,,,,,,,,"Вас переполняет сожаление.",,,,,,,,0xFF01FE,
1193,,,,,,,,,"",,,,,,,,0xFF01FC,
1199,,,,,,,,,"%s клянется отомстить |3-2(%s).",,,,,,,,0xFF01FE,
1200,,,,,,,,,"%s клянется отомстить вам.",,,,,,,,0xFF01FE,
1201,,,,,,,,,"Вы клянетесь отомстить |3-2(%s).",,,,,,,,0xFF01FE,
1202,,,,,,,,,"%s дает клятву отомстить.",,,,,,,,0xFF01FE,
1203,,,,,,,,,"Вы даете клятву отомстить.",,,,,,,,0xFF01FE,
1204,,,,,,,,,"%s дает клятву отомстить.",,,,,,,,0xFF01FE,
1205,,,,,,,,,"%s смотрите на |3-3(%s) и закатываете глаза.",,,,,,,,0xFF01FE,
1206,,,,,,,,,"%s смотрит на вас и закатывает глаза.",,,,,,,,0xFF01FE,
1207,,,,,,,,,"Вы смотрите на |3-3(%s) и закатываете глаза.",,,,,,,,0xFF01FE,
1208,,,,,,,,,"%s закатывает глаза.",,,,,,,,0xFF01FE,
1209,,,,,,,,,"Вы закатываете глаза.",,,,,,,,0xFF01FE,
1210,,,,,,,,,"%s смотрит на |3-3(%s) и закатывает глаза.",,,,,,,,0xFF01FE,
1211,,,,,,,,,"%s смотрит на вас и закатывает глаза.",,,,,,,,0xFF01FE,
1212,,,,,,,,,"%s закатывает глаза.",,,,,,,,0xFF01FE,
1213,,,,,,,,,"%s взъерошивает 3-2(%s) волосы.",,,,,,,,0xFF01FE,
1214,,,,,,,,,"%s взъерошивает вам волосы.",,,,,,,,0xFF01FE,
1215,,,,,,,,,"Вы взъерошиваете волосы |3-2(%s).",,,,,,,,0xFF01FE,
1216,,,,,,,,,"%s взъерошивает свои волосы.",,,,,,,,0xFF01FE,
1217,,,,,,,,,"Вы взъерошиваете себе волосы.",,,,,,,,0xFF01FE,
1218,,,,,,,,,"%s взъерошивает свои волосы.",,,,,,,,0xFF01FE,
1219,,,,,,,,,"%s уныло вешает голову.",,,,,,,,0xFF01FE,
1220,,,,,,,,,"Вы уныло вешаете голову.",,,,,,,,0xFF01FE,
1221,,,,,,,,,"%s уныло вешает голову.",,,,,,,,0xFF01FE,
1222,,,,,,,,,"%s насмехается над |3-4(%s).",,,,,,,,0xFF01FE,
1223,,,,,,,,,"%s насмехается над вами.",,,,,,,,0xFF01FE,
1224,,,,,,,,,"Вы насмехаетесь над |3-4(%s).",,,,,,,,0xFF01FE,
1225,,,,,,,,,"%s усмехается.",,,,,,,,0xFF01FE,
1226,,,,,,,,,"Вы усмехаетесь.",,,,,,,,0xFF01FE,
1227,,,,,,,,,"%s бранит |3-3(%s).",,,,,,,,0xFF01FE,
1228,,,,,,,,,"%s бранит вас.",,,,,,,,0xFF01FE,
1229,,,,,,,,,"Вы браните |3-3(%s).",,,,,,,,0xFF01FE,
1230,,,,,,,,,"%s бранит себя.",,,,,,,,0xFF01FE,
1231,,,,,,,,,"Вы браните себя.",,,,,,,,0xFF01FE,
1232,,,,,,,,,"%s бранит себя.",,,,,,,,0xFF01FE,
1233,,,,,,,,,"%s хмуро смотрит на |3-3(%s).",,,,,,,,0xFF01FE,
1234,,,,,,,,,"%s хмуро смотрит на вас.",,,,,,,,0xFF01FE,
1235,,,,,,,,,"Вы хмуро смотрите на |3-3(%s).",,,,,,,,0xFF01FE,
1236,,,,,,,,,"%s хмурится.",,,,,,,,0xFF01FE,
1237,,,,,,,,,"Вы хмуритесь.",,,,,,,,0xFF01FE,
1238,,,,,,,,,"%s хмурится.",,,,,,,,0xFF01FE,
1239,,,,,,,,,"%s что-то ищет.",,,,,,,,0xFF01FE,
1240,,,,,,,,,"Вы что-то ищете.",,,,,,,,0xFF01FE,
1241,,,,,,,,,"%s грозит |3-2(%s) кулаком.",,,,,,,,0xFF01FE,
1242,,,,,,,,,"%s грозит вам кулаком.",,,,,,,,0xFF01FE,
1243,,,,,,,,,"Вы грозите |3-2(%s) кулаком.",,,,,,,,0xFF01FE,
1244,,,,,,,,,"%s потрясает кулаком.",,,,,,,,0xFF01FE,
1245,,,,,,,,,"Вы потрясаете кулаком.",,,,,,,,0xFF01FE,
1246,,,,,,,,,"%s грозит |3-2(%s) кулаком.",,,,,,,,0xFF01FE,
1247,,,,,,,,,"%s грозит вам кулаком.",,,,,,,,0xFF01FE,
1248,,,,,,,,,"%s потрясает кулаком.",,,,,,,,0xFF01FE,
1249,,,,,,,,,"%s подозрительно осматривается по сторонам.",,,,,,,,0xFF01FE,
1250,,,,,,,,,"Вы подозрительно озираетесь по сторонам.",,,,,,,,0xFF01FE,
1251,,,,,,,,,"|3-3(%s) бросает в дрожь при виде |3-1(%s).",,,,,,,,0xFF01FE,
1252,,,,,,,,,"|3-3(%s) бросает в дрожь при виде вас.",,,,,,,,0xFF01FE,
1253,,,,,,,,,"Вас бросает в дрожь при виде |3-1(%s).",,,,,,,,0xFF01FE,
1254,,,,,,,,,"|3-3(%s) бросает в дрожь.",,,,,,,,0xFF01FE,
1255,,,,,,,,,"Вас бросает в дрожь.",,,,,,,,0xFF01FE,
1256,,,,,,,,,"%s подает |3-2(%s) сигнал.",,,,,,,,0xFF01FE,
1257,,,,,,,,,"%s подает вам сигнал.",,,,,,,,0xFF01FE,
1258,,,,,,,,,"Вы подаете |3-2(%s) сигнал.",,,,,,,,0xFF01FE,
1259,,,,,,,,,"%s подает сигнал.",,,,,,,,0xFF01FE,
1260,,,,,,,,,"Вы подаете сигнал.",,,,,,,,0xFF01FE,
1261,,,,,,,,,"",,,,,,,,0xFF01FC,
1262,,,,,,,,,"%s велит 3-2(%s) помолчать. Тссс!",,,,,,,,0xFF01FE,
1263,,,,,,,,,"%s велит вам помолчать. Тссс!",,,,,,,,0xFF01FE,
1264,,,,,,,,,"Вы велите |3-2(%s) помолчать. Тссс!",,,,,,,,0xFF01FE,
1265,,,,,,,,,"%s велит всем помолчать. Тссс!",,,,,,,,0xFF01FE,
1266,,,,,,,,,"Вы велите всем замолчать. Тссс!",,,,,,,,0xFF01FE,
1267,,,,,,,,,"%s поет |3-2(%s) серенаду.",,,,,,,,0xFF01FE,
1268,,,,,,,,,"%s поет вам серенаду.",,,,,,,,0xFF01FE,
1269,,,,,,,,,"Вы поете |3-2(%s) серенаду.",,,,,,,,0xFF01FE,
1270,,,,,,,,,"%s запевает.",,,,,,,,0xFF01FE,
1271,,,,,,,,,"Вы запеваете.",,,,,,,,0xFF01FE,
1272,,,,,,,,,"%s шлепает |3-3(%s) по макушке.",,,,,,,,0xFF01FE,
1273,,,,,,,,,"%s хлопает вас по макушке.",,,,,,,,0xFF01FE,
1274,,,,,,,,,"Вы хлопаете |3-3(%s) по макушке.",,,,,,,,0xFF01FE,
1275,,,,,,,,,"%s пытается ускользнуть от |3-1(%s).",,,,,,,,0xFF01FE,
1276,,,,,,,,,"%s пытается скрыться от вас.",,,,,,,,0xFF01FE,
1277,,,,,,,,,"Вы пытаетесь скрыться от |3-1(%s)",,,,,,,,0xFF01FE,
1278,,,,,,,,,"%s пытается скрыться.",,,,,,,,0xFF01FE,
1279,,,,,,,,,"Вы пытаетесь скрыться.",,,,,,,,0xFF01FE,
1280,,,,,,,,,"%s чихает на |3-3(%s). Апчхи!",,,,,,,,0xFF01FE,
1281,,,,,,,,,"%s чихает на вас. Апчхи!",,,,,,,,0xFF01FE,
1282,,,,,,,,,"Вы чихаете на |3-3(%s). Апчхи!",,,,,,,,0xFF01FE,
1283,,,,,,,,,"%s чихает. Апчхи!",,,,,,,,0xFF01FE,
1284,,,,,,,,,"Вы чихаете. Апчхи!",,,,,,,,0xFF01FE,
1285,,,,,,,,,"%s презрительно фыркает на |3-3(%s).",,,,,,,,0xFF01FE,
1286,,,,,,,,,"%s презрительно фыркает на вас.",,,,,,,,0xFF01FE,
1287,,,,,,,,,"Вы презрительно фыркаете на |3-3(%s).",,,,,,,,0xFF01FE,
1288,,,,,,,,,"%s фыркает.",,,,,,,,0xFF01FE,
1289,,,,,,,,,"Вы фыркаете.",,,,,,,,0xFF01FE,
1290,,,,,,,,,"%s визжит при виде |3-1(%s).",,,,,,,,0xFF01FE,
1291,,,,,,,,,"%s визжит при виде вас.",,,,,,,,0xFF01FE,
1292,,,,,,,,,"Вы визжите при виде |3-1(%s).",,,,,,,,0xFF01FE,
1293,,,,,,,,,"%s визжит как свинья.",,,,,,,,0xFF01FE,
1294,,,,,,,,,"Вы визжите как свинья.",,,,,,,,0xFF01FE,
1295,,,,,,,,,"%s велит |3-2(%s) прекратить атаку.",,,,,,,,0xFF01FE,
1296,,,,,,,,,"%s велит вам прекратить атаку.",,,,,,,,0xFF01FE,
1297,,,,,,,,,"Вы велите |3-2(%s) прекратить атаку.",,,,,,,,0xFF01FE,
1298,,,,,,,,,"%s велит все прекратить атаку.",,,,,,,,0xFF01FE,
1299,,,,,,,,,"Вы велите всем прекратить атаку.",,,,,,,,0xFF01FE,
1300,,,,,,,,,"%s в чем-то подозревает |3-3(%s).",,,,,,,,0xFF01FE,
1301,,,,,,,,,"Кажется, %s в чем-то вас подозревает.",,,,,,,,0xFF01FE,
1302,,,,,,,,,"Вы коситесь на |3-1(%s) с подозрением.",,,,,,,,0xFF01FE,
1303,,,,,,,,,"%s недоверчиво щурится.",,,,,,,,0xFF01FE,
1304,,,,,,,,,"Вы подозрительно щуритесь.",,,,,,,,0xFF01FE,
1305,,,,,,,,,"%s думает о |3-5(%s).",,,,,,,,0xFF01FE,
1306,,,,,,,,,"%s думает о вас.",,,,,,,,0xFF01FE,
1307,,,,,,,,,"Вы думаете о |3-5(%s).",,,,,,,,0xFF01FE,
1308,,,,,,,,,"%s погрузился в раздумья.",,,,,,,,0xFF01FE,
1309,,,,,,,,,"Вы погрузились в раздумья.",,,,,,,,0xFF01FE,
1310,,,,,,,,,"%s предлагает |3-2(%s) перемирие.",,,,,,,,0xFF01FE,
1311,,,,,,,,,"%s предлагает вам перемирие.",,,,,,,,0xFF01FE,
1312,,,,,,,,,"Вы предлагаете |3-2(%s) перемирие.",,,,,,,,0xFF01FE,
1313,,,,,,,,,"%s делает одобрительный жест.",,,,,,,,0xFF01FE,
1314,,,,,,,,,"Вы делаете одобрительный жест.",,,,,,,,0xFF01FE,
1315,,,,,,,,,"%s делает одобрительный жест.",,,,,,,,0xFF01FE,
1316,,,,,,,,,"%s предостерегает |3-3(%s).",,,,,,,,0xFF01FE,
1317,,,,,,,,,"%s предостерегает вас.",,,,,,,,0xFF01FE,
1318,,,,,,,,,"Вы предостерегаете |3-3(%s).",,,,,,,,0xFF01FE,
1319,,,,,,,,,"%s предостерегает всех.",,,,,,,,0xFF01FE,
1320,,,,,,,,,"Вы предостерегаете всех.",,,,,,,,0xFF01FE,
1321,,,,,,,,,"%s щелкает пальцами, обращаясь к |3-2(%s).",,,,,,,,0xFF01FE,
1322,,,,,,,,,"%s щелкает пальцами, обращаясь к вам.",,,,,,,,0xFF01FE,
1323,,,,,,,,,"Вы щелкаете пальцами, обращаясь к |3-2(%s)",,,,,,,,0xFF01FE,
1324,,,,,,,,,"%s щелкает пальцами.",,,,,,,,0xFF01FE,
1325,,,,,,,,,"Вы щелкаете пальцами.",,,,,,,,0xFF01FE,
1326,,,,,,,,,"%s щелкает пальцами, обращаясь к |3-2(%s).",,,,,,,,0xFF01FE,
1327,,,,,,,,,"%s щелкает пальцами, обращаясь к вам.",,,,,,,,0xFF01FE,
1328,,,,,,,,,"%s щелкает пальцами.",,,,,,,,0xFF01FE,
