long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
4269,571,3537,1927,0x40004440,0,0,0,462,566,70,"Shrine of Scales",,,,,,,,"Святилище Чешуи",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4270,571,394,1929,0x40004440,0,0,0,463,0,75,"Drak'atal Passage",,,,,,,,"Перевал Драк'атала",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4271,571,495,1931,0x40004441,0,0,0,0,0,71,"Utgarde Pinnacle",,,,,,,,"Вершина Утгард",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4272,602,0,1933,0x0,0,0,0,0,0,0,"Halls of Lightning",,,,,,,,"Зала Блискавок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4273,603,0,1935,0x4000,0,0,465,522,0,0,"Ulduar",,,,,,,,"Ульдуар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
4275,571,66,1938,0x40204444,0,0,0,0,0,75,"The Argent Stand",,,,,,,,"Срібна застава",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4276,571,66,1940,0x40004444,0,0,0,500,0,75,"Altar of Sseratus",,,,,,,,"Вівтар Шшератуса",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4277,601,0,1942,0x0,0,0,0,0,0,76,"Azjol-Nerub",,,,,,,,"Азжол-Неруб",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4278,571,66,1944,0x40004444,0,0,0,0,0,75,"Drak'Sotra Fields",,,,,,,,"Поля Драк'Сотры",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4279,571,66,1946,0x40004444,0,0,0,0,0,75,"Drak'Sotra",,,,,,,,"Драк'Сотра",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4280,571,66,1948,0x40004444,0,0,0,0,0,75,"Drak'Agal",,,,,,,,"Драк'Агал",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4281,0,139,1950,0x40C8192B,0,0,0,451,0,55,"Acherus: The Ebon Hold",,,,,,,,"Акерус: Чорний оплот",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4282,571,3711,1952,0x40005440,0,0,0,0,0,78,"The Avalanche",,,,,,,,"Застигла лавина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4283,571,3711,1954,0x40004440,0,0,0,426,0,77,"The Lost Lands",,,,,,,,"Загублені землі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4284,571,3711,1956,0x40204440,0,0,0,0,0,75,"Nesingwary Base Camp",,,,,,,,"Табір Ернестуея",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4285,571,3711,1958,0x40004440,0,0,0,0,0,77,"The Seabreach Flow",,,,,,,,"Розлом Морского Потока",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4286,571,3711,1960,0x40004440,0,0,0,0,0,77,"The Bones of Nozronn",,,,,,,,"Скелет Нозронна",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4287,571,3711,1962,0x40004440,0,0,0,0,0,78,"Kartak's Hold",,,,,,,,"Форт Картака",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4288,571,3711,1964,0x40004440,0,0,0,0,0,78,"Sparktouched Haven",,,,,,,,"Заиндевелая гавань",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4289,571,3711,1966,0x40004440,0,0,0,428,0,76,"The Path of the Lifewarden",,,,,,,,"Шлях Хранителя Життя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4290,571,3711,1968,0x40004440,0,0,0,0,0,76,"River's Heart",,,,,,,,"Злиття рек",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4291,571,3711,1970,0x40004440,0,0,0,0,0,76,"Rainspeaker Canopy",,,,,,,,"Прихисток Голосу Дощу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4292,571,3711,1972,0x40004440,0,0,0,0,0,76,"Frenzyheart Hill",,,,,,,,"Пагорб Шаленого Серця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4293,571,3711,1974,0x40004440,0,0,0,0,0,76,"Wildgrowth Mangal",,,,,,,,"Дикі мангрові зарослі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4294,571,66,1976,0x40004444,0,0,0,0,0,75,"Heb'Valok",,,,,,,,"Хеб'Валок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4295,571,3711,1978,0x40004440,0,0,0,0,0,77,"The Sundered Shard",,,,,,,,"Одинокий осколок",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4296,571,3711,1980,0x40004440,0,0,0,427,0,77,"The Lifeblood Pillar",,,,,,,,"Колона Життєвої Сили",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4297,571,3711,1982,0x40004440,0,0,0,0,0,77,"Mosswalker Village",,,,,,,,"Селище Мохобродов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4298,609,0,1984,0x4040,0,0,37,205,0,0,"Plaguelands: The Scarlet Enclave",,,,,,,,"Чумні Землі: Анклав Багряного Ордену",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4299,571,66,1986,0x40004444,0,0,0,0,0,75,"Kolramas",,,,,,,,"Колрамас",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4300,571,3711,1988,0x40004440,0,0,0,428,0,78,"Waygate",,,,,,,,"Прохідна Брама",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4302,571,3711,1992,0x40005440,0,0,0,427,0,77,"The Skyreach Pillar",,,,,,,,"Колона Небесного Пути",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4303,571,3711,1994,0x40004440,0,0,0,0,0,77,"Hardknuckle Clearing",,,,,,,,"Зачистка барабанчей",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4304,571,3711,1996,0x40004440,0,0,0,0,0,77,"Sapphire Hive",,,,,,,,"Сапфірний вулик",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4306,571,3711,2000,0x40004440,0,0,0,0,0,77,"Mistwhisper Refuge",,,,,,,,"Прихисток Шепота Тумана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4307,571,3711,2002,0x40005440,0,0,0,427,0,77,"The Glimmering Pillar",,,,,,,,"Мерехтлива колона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4308,571,3711,2004,0x40004440,0,0,0,0,0,77,"Spearborn Encampment",,,,,,,,"Табір Копьеносца",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4309,571,66,2006,0x40004444,0,0,0,0,0,74,"Drak'Tharon Keep",,,,,,,,"Фортеця Драк'Тарон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4310,571,66,2008,0x40004444,0,0,0,0,0,74,"Zeramas",,,,,,,,"Зерамас",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4311,571,66,2010,0x40004444,0,0,0,0,0,74,"Reliquary of Agony",,,,,,,,"Реликварий Агонии",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4312,571,66,2012,0x40204444,0,0,0,452,0,74,"Ebon Watch",,,,,,,,"Чорна застава",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4313,571,66,2014,0x40004444,0,0,0,464,0,74,"Thrym's End",,,,,,,,"Глухий Кут Трима",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4314,571,66,2016,0x40005444,0,0,0,0,0,75,"Voltarus",,,,,,,,"Волтар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4315,571,66,2018,0x40004444,0,0,0,0,0,75,"Reliquary of Pain",,,,,,,,"Реликварий Болі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4316,571,66,2020,0x40004444,0,0,0,0,0,75,"Rageclaw Den",,,,,,,,"Лігво Яростного Кігтя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4317,571,66,2022,0x40204444,0,0,0,0,0,75,"Light's Breach",,,,,,,,"Розлом Світла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4318,571,66,2024,0x40004444,0,0,0,0,0,75,"Pools of Zha'Jin",,,,,,,,"Озера Жа'Джина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4319,571,66,2026,0x40004444,0,0,0,0,0,75,"Zim'Abwa",,,,,,,,"Зим'Абва",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4320,571,66,2028,0x40004444,0,0,0,0,0,75,"Amphitheater of Anguish",,,,,,,,"Амфитеатр Страждань",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4321,571,66,2030,0x40004444,0,0,0,499,0,76,"Altar of Rhunok",,,,,,,,"Вівтар Рунока",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4322,571,66,2032,0x40004444,0,0,0,500,0,76,"Altar of Har'koa",,,,,,,,"Вівтар Хар'коа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4323,571,66,2034,0x40204444,0,0,0,0,0,76,"Zim'Torga",,,,,,,,"Зим'Торга",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4324,571,66,2036,0x40004444,0,0,0,0,0,76,"Pools of Jin'Alai",,,,,,,,"Бассейн Джин'Алаи",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4325,571,66,2038,0x40004444,0,0,0,498,0,76,"Altar of Quetz'lun",,,,,,,,"Вівтар Кетц'лун",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4326,571,66,2040,0x40004444,0,0,0,0,0,76,"Heb'Drakkar",,,,,,,,"Хеб'Драккар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4327,571,66,2042,0x40004444,0,0,0,0,0,76,"Drak'Mabwa",,,,,,,,"Драк'Мабва",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4328,571,66,2044,0x40004444,0,0,0,0,0,76,"Zim'Rhuk",,,,,,,,"Зим'Рук",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4329,571,66,2046,0x40004444,0,0,0,497,0,77,"Altar of Mam'toth",,,,,,,,"Вівтар Мам'Тота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4342,609,4298,2048,0x40C81023,0,0,0,451,0,55,"Acherus: The Ebon Hold",,,,,,,,"Акерус: Чорний оплот",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4343,609,4298,2050,0x40000040,0,0,0,453,0,55,"New Avalon",,,,,,,,"Новий Авалон",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4344,609,4298,2052,0x40000040,0,0,0,453,0,55,"New Avalon Fields",,,,,,,,"Поля Нового Авалона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4345,609,4298,2054,0x40000040,0,0,0,453,0,55,"New Avalon Orchard",,,,,,,,"Сад Нового Авалона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4346,609,4298,2056,0x40000040,0,0,0,453,0,55,"New Avalon Town Hall",,,,,,,,"Ратуша Нового Авалона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4347,609,4298,2058,0x40000040,0,0,0,450,0,55,"Havenshire",,,,,,,,"Тихоземье",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4348,609,4298,2060,0x40000040,0,0,0,450,0,55,"Havenshire Farms",,,,,,,,"Тихоземские ферми",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4349,609,4298,2062,0x40000040,0,0,0,450,0,55,"Havenshire Lumber Mill",,,,,,,,"Тихоземская лісопилка",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4350,609,4298,2064,0x40000040,0,0,0,450,0,55,"Havenshire Stables",,,,,,,,"Тихоземские стойла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4351,609,4298,2066,0x40000040,0,0,0,453,0,55,"Scarlet Hold",,,,,,,,"Фортеця Багряного ордену",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4352,609,4298,2068,0x40000040,0,0,0,453,0,55,"Chapel of the Crimson Flame",,,,,,,,"Каплиця Багряного Полум'я",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4353,609,4298,2070,0x40000040,0,0,0,454,0,55,"Light's Point Tower",,,,,,,,"Вежа Заставы Світла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4354,609,4298,2072,0x40000040,0,0,0,454,0,55,"Light's Point",,,,,,,,"Застава Світла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4355,609,4298,2074,0x40000040,0,0,0,450,0,55,"Crypt of Remembrance",,,,,,,,"Склеп Спогадів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4356,609,4298,2076,0x40000040,0,0,0,452,0,55,"Death's Breach",,,,,,,,"Розлом Смерті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4357,609,4298,2078,0x40000040,0,0,0,205,0,58,"The Noxious Glade",,,,,,,,"Отруйна галявина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4358,609,4298,2080,0x40000040,0,0,0,455,0,55,"Tyr's Hand",,,,,,,,"Рука Тира",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4359,609,4298,2082,0x40000040,0,0,0,453,0,55,"King's Harbor",,,,,,,,"Королівська гавань",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4360,609,4298,2084,0x40000040,0,0,0,453,0,55,"Scarlet Overlook",,,,,,,,"Дозорне укріплення Багряного ордену",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4361,609,4298,2086,0x40000040,0,0,0,455,0,58,"Light's Hope Chapel",,,,,,,,"Каплиця Останньої Надії",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4362,609,4298,2088,0x40000040,0,0,0,0,0,55,"Sinner's Folly",,,,,,,,"Дурість Грішника",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4363,609,4298,2090,0x40000040,0,0,0,205,0,55,"Pestilent Scar",,,,,,,,"Моровий яр",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4364,609,4298,2092,0x40000040,0,0,0,205,0,55,"Browman Mill",,,,,,,,"Лісопилка Бровача",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4365,609,4298,2094,0x40000040,0,0,0,450,0,55,"Havenshire Mine",,,,,,,,"Тихоземская шахта",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4366,571,394,2096,0x40004440,0,0,0,0,0,74,"Ursoc's Den",,,,,,,,"Лігво Урсока",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4367,571,3711,2098,0x40004440,0,0,0,0,0,77,"The Blight Line",,,,,,,,"Зів'яла галявина",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4368,571,3711,2100,0x40004440,0,0,0,0,0,77,"The Bonefields",,,,,,,,"Поля Костей",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4369,571,3711,2102,0x40004440,0,0,0,0,0,77,"Dorian's Outpost",,,,,,,,"Форпост Дориана",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4371,571,66,2105,0x40004444,0,0,0,497,0,77,"Mam'toth Crater",,,,,,,,"Кратер Мам'Тота",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4372,571,66,2107,0x40004444,0,0,0,0,0,77,"Zol'Maz Stronghold",,,,,,,,"Фортеця Зол'Маз",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4373,571,66,2109,0x40004444,0,0,0,0,0,77,"Zol'Heb",,,,,,,,"Зол'Хеб",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4374,571,66,2111,0x40004444,0,0,0,0,0,75,"Rageclaw Lake",,,,,,,,"Озеро Яростного Кігтя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4375,571,66,2113,0x40004444,0,0,0,0,0,77,"Gundrak",,,,,,,,"Гундрак",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4376,571,3711,2115,0x40004440,0,0,0,426,0,77,"The Savage Thicket",,,,,,,,"Дикі хащі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4377,609,4298,2117,0x40000040,0,0,0,453,0,55,"New Avalon Forge",,,,,,,,"Кузня Нового Авалона",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4378,617,0,2119,0x4010080,0,0,0,0,0,0,"Dalaran Arena",,,,,,,,"Арена Даларану",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4379,571,495,2121,0x40A04461,0,0,0,458,0,70,"Valgarde",,,,,,,,"Валгард",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4380,571,495,2123,0x40804460,0,0,0,0,0,70,"Westguard Inn",,,,,,,,"Таверна Західної Охорони",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4381,1,490,2125,0x40000040,0,0,0,0,0,0,"Waygate",,,,,,,,"Прохідна Брама",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4382,1,490,2127,0x40000040,0,0,0,0,0,0,"The Shaper's Terrace",,,,,,,,"Тераса Творця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4383,571,3711,2129,0x40004440,0,0,0,0,0,77,"Lakeside Landing",,,,,,,,"Табір біля Озера",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4384,607,0,2131,0x10,0,0,463,243,0,0,"Strand of the Ancients",,,,,,,,"Берег Древніх",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4385,571,3711,2133,0x40004440,0,0,0,428,0,77,"Bittertide Lake",,,,,,,,"Озеро Гірких Хвиль",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4386,571,3711,2135,0x40004440,0,0,0,0,0,77,"Rainspeaker Rapids",,,,,,,,"Водоспади Голосу Дощу",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4387,571,3711,2137,0x40004440,0,0,0,0,0,77,"Frenzyheart River",,,,,,,,"Ріка Шаленого Серця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4388,571,3711,2139,0x40004440,0,0,0,0,0,77,"Wintergrasp River",,,,,,,,"Ріка Крижаних Просторів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4389,571,3711,2141,0x40005440,0,0,0,427,0,77,"The Suntouched Pillar",,,,,,,,"Колона Сонячного Благословения",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4390,571,66,2143,0x40004444,0,0,0,0,0,75,"Frigid Breach",,,,,,,,"Хладный разлом",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4391,571,3711,2145,0x40004440,0,0,0,0,0,77,"Swindlegrin's Dig",,,,,,,,"Раскоп Хитрохмыла",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4392,571,3711,2147,0x40004440,0,0,0,0,0,80,"The Stormwright's Shelf",,,,,,,,"Уступ Буревісника",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4393,571,3711,2149,0x40004440,0,0,0,0,0,77,"Death's Hand Encampment",,,,,,,,"Табір Руки Смерті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4394,609,4298,2151,0x40000040,0,0,0,453,0,55,"Scarlet Tavern",,,,,,,,"Таверна Багряного ордену",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4395,571,0,2153,0x20004D28,0,0,468,431,546,75,"Dalaran",,,,,,,,"Даларан",,,,,,,,0xFF01FE,0x6,0,,,0,-500.0,0.0,,
4396,571,65,2155,0x40004444,0,0,0,0,0,73,"Nozzlerust Post",,,,,,,,"Табір Соплозабилось",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4399,571,3537,2161,0x40004441,0,0,0,0,0,70,"Farshire Mine",,,,,,,,"Шахта Далечья",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4400,571,3711,2163,0x40005440,0,0,0,427,0,77,"The Mosslight Pillar",,,,,,,,"Колона Мохосвета",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4401,571,3537,2165,0x40005441,0,0,0,0,0,71,"Saragosa's Landing",,,,,,,,"Табір Сарагоси",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4402,571,495,2167,0x40004441,0,0,0,0,0,70,"Vengeance Lift",,,,,,,,"Підйомник табору Відплати",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4403,571,495,2169,0x40004441,0,0,0,0,0,70,"Balejar Watch",,,,,,,,"Застава Баледжара",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4404,571,495,2171,0x40404461,0,0,0,0,0,70,"New Agamand Inn",,,,,,,,"Таверна Нового Агамонда",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4405,601,4277,2173,0x40000000,0,0,0,0,0,73,"Passage of Lost Fiends",,,,,,,,"Перевал Заблудившихся Злодеев",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4406,618,0,2175,0x4010080,0,0,25,243,0,0,"The Ring of Valor",,,,,,,,"Арена Доблесті",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4407,30,2597,2177,0x40004000,0,0,0,0,0,0,"Hall of the Frostwolf",,,,,,,,"Зал Морозного Вовка",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4408,30,2597,2179,0x40004000,0,0,0,0,0,0,"Hall of the Stormpike",,,,,,,,"Зал Грозової Вершини",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4411,0,1519,2185,0x40000138,0,0,446,0,0,0,"Stormwind Harbor",,,,,,,,"Порт Штормграду",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4412,571,3711,2187,0x40005440,0,0,0,425,0,77,"The Makers' Overlook",,,,,,,,"Дозор Творцов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4413,571,3711,2189,0x40005440,0,0,0,425,0,77,"The Makers' Perch",,,,,,,,"Обитель Творцов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4414,571,65,2191,0x40004444,0,0,0,0,0,74,"Scarlet Tower",,,,,,,,"Алая вежа",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4415,608,0,2193,0x0,0,0,0,0,0,0,"The Violet Hold",,,,,,,,"Аметистова Фортеця",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4416,604,0,2195,0x0,0,0,0,0,0,0,"Gundrak",,,,,,,,"Гундрак",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
4417,571,210,2197,0x40004445,0,0,0,447,0,80,"Onslaught Harbor",,,,,,,,"Гавань Натиска",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4418,571,67,2199,0x40204441,0,0,0,0,0,77,"K3",,,,,,,,"К-3",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4419,571,67,2201,0x40004441,0,0,0,0,0,77,"Snowblind Hills",,,,,,,,"Пагорби Сніжної Сліпоти",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4420,571,67,2203,0x40004441,0,0,0,0,0,77,"Snowblind Terrace",,,,,,,,"Тераса Сніжної Сліпоти",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4421,571,67,2205,0x40004441,0,0,0,0,0,77,"Garm",,,,,,,,"Гарм",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4422,571,67,2207,0x40004441,0,0,0,458,0,77,"Brunnhildar Village",,,,,,,,"Селище Брунхілдар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4423,571,67,2209,0x40004441,0,0,0,458,0,78,"Sifreldar Village",,,,,,,,"Селище Сифрельдар",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4424,571,67,2211,0x40004441,0,0,0,458,0,78,"Valkyrion",,,,,,,,"Валькирион",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4425,571,67,2213,0x40004441,0,0,0,0,0,78,"The Forlorn Mine",,,,,,,,"Покинутий копальня",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4426,571,67,2215,0x40004441,0,0,0,0,0,77,"Bor's Breath River",,,,,,,,"Ріка Дыхания Бора",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4427,571,67,2217,0x40004441,0,0,0,453,0,77,"Argent Vanguard",,,,,,,,"Оплот Срібного Авангарду",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4428,571,67,2219,0x40204441,0,0,0,0,0,78,"Frosthold",,,,,,,,"Льодяна фортецю",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4429,571,67,2221,0x40204441,0,0,0,0,0,78,"Grom'arsh Crash-Site",,,,,,,,"Место крушения Грім'арша",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4430,571,67,2223,0x40004441,0,0,0,458,0,80,"Temple of Storms",,,,,,,,"Храм Штормів",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4431,571,67,2225,0x44004441,0,0,0,0,0,78,"Engine of the Makers",,,,,,,,"Машина Творцов",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4432,571,67,2227,0x40004441,0,0,0,0,0,78,"The Foot Steppes",,,,,,,,"Підніжжя",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4433,571,67,2229,0x40004441,0,0,0,0,0,78,"Dragonspine Peaks",,,,,,,,"Драконячі шпилі",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4434,571,67,2231,0x40004441,0,0,0,0,0,79,"Nidavelir",,,,,,,,"Нидавелир",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4435,571,67,2233,0x40004441,0,0,0,0,0,79,"Narvir's Cradle",,,,,,,,"Колыбель Нарвира",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4436,571,67,2235,0x40004441,0,0,0,0,0,79,"Snowdrift Plains",,,,,,,,"Сніжні рівнини",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4437,571,67,2237,0x40004441,0,0,0,0,0,79,"Valley of Ancient Winters",,,,,,,,"Долина Древніх Зим",,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
