long,long,long,str,
119811,27611,3,"Бейли Каменную Мантию",
119904,27611,4,"Бейли Кам'яній Мантией",
119997,27611,5,"Бейли Кам'яній Мантии",
119626,27612,1,"Берсерка з закаленной сталі",
119719,27612,2,"Берсерку з закаленной сталі",
119812,27612,3,"Берсерка з закаленной сталі",
119905,27612,4,"Берсерком з закаленной сталі",
119998,27612,5,"Берсерке з закаленной сталі",
119627,27613,1,"Букмекера Вел'джена",
119720,27613,2,"Букмекеру Вел'джену",
119813,27613,3,"Букмекера Вел'джена",
119906,27613,4,"Букмекером Вел'дженом",
119999,27613,5,"Букмекере Вел'джене",
119628,27614,1,"Букмекера Ирода",
119721,27614,2,"Букмекеру Ироду",
119814,27614,3,"Букмекера Ирода",
119907,27614,4,"Букмекером Иродом",
120000,27614,5,"Букмекере Ироде",
119629,27615,1,"Верного мула",
119722,27615,2,"Верному мулу",
119815,27615,3,"Верного мула",
119908,27615,4,"Верным мулом",
120001,27615,5,"Верном муле",
119630,27616,1,"Верховного правителя Саурфанга",
119723,27616,2,"Верховному правителю Саурфангу",
119816,27616,3,"Верховного правителя Саурфанга",
119909,27616,4,"Верховным правителем Саурфангом",
120002,27616,5,"Верховном правителе Саурфанге",
119631,27617,1,"Взятого в найм в'ючного мула",
119724,27617,2,"Взятому в найм вьючному мулу",
119817,27617,3,"Взятого в найм в'ючного мула",
119910,27617,4,"Взятым в найм вьючным мулом",
120003,27617,5,"Взятом в найм вьючном муле",
119632,27618,1,"Воздухоплавателя станції Викрутня",
119725,27618,2,"Воздухоплавателю станції Викрутня",
119818,27618,3,"Воздухоплавателя станції Викрутня",
119911,27618,4,"Воздухоплавателем станції Викрутня",
120004,27618,5,"Воздухоплавателе станції Викрутня",
119633,27619,1,"Вовка застави Бор'горока",
119726,27619,2,"Волку застави Бор'горока",
119819,27619,3,"Вовка застави Бор'горока",
119912,27619,4,"Волком застави Бор'горока",
120005,27619,5,"Волке застави Бор'горока",
119634,27620,1,"Волшебной метлы",
119727,27620,2,"Волшебной метле",
119820,27620,3,"Волшебную метлу",
119913,27620,4,"Волшебной метлой",
120006,27620,5,"Волшебной метле",
119635,27621,1,"Чарівного завихрения",
119728,27621,2,"Волшебному завихрению",
119821,27621,3,"Волшебное завихрение",
119914,27621,4,"Волшебным завихрением",
120007,27621,5,"Волшебном завихрении",
119636,27622,1,"Воспитанника клану Драконячої Пащі",
119729,27622,2,"Воспитаннику клану Драконячої Пащі",
119822,27622,3,"Воспитанника клану Драконячої Пащі",
119915,27622,4,"Воспитанником клану Драконячої Пащі",
120008,27622,5,"Воспитаннике клану Драконячої Пащі",
119637,27623,1,"Врагореза-4000",
119730,27623,2,"Врагорезу-4000",
119823,27623,3,"Врагорез-4000",
119916,27623,4,"Врагорезом-4000",
120009,27623,5,"Врагорезе-4000",
119638,27624,1,"Гоблінської наземной міни",
119731,27624,2,"Гоблінської наземной міні",
119824,27624,3,"Гоблінську наземну міну",
119917,27624,4,"Гоблінської наземной міною",
120010,27624,5,"Гоблінської наземной міні",
119639,27625,1,"Голодного кликарра",
119732,27625,2,"Голодному клыкару",
119825,27625,3,"Голодного кликарра",
119918,27625,4,"Голодным клыкарром",
120011,27625,5,"Голодном клыкарре",
119640,27626,1,"Гориллы Мглистой долини",
119733,27626,2,"Горилле Мглистой долини",
119826,27626,3,"Гориллу Мглистой долини",
119919,27626,4,"Гориллой Мглистой долини",
120012,27626,5,"Горилле Мглистой долини",
119641,27627,1,"Грани Кинны",
119734,27627,2,"Грани Кинны",
119827,27627,3,"Грань Кинны",
119920,27627,4,"Гранью Кинны",
120013,27627,5,"Грани Кинны",
119642,27628,1,"Гроддокского грудобоя",
119735,27628,2,"Гроддокскому грудобою",
119828,27628,3,"Гроддокского грудобоя",
119921,27628,4,"Гроддокским грудобоем",
120014,27628,5,"Гроддокском грудобое",
119643,27629,1,"Гунды Потужний Молот",
119736,27629,2,"Гунде Потужний Молот",
119829,27629,3,"Гунду Потужний Молот",
119922,27629,4,"Гундой Потужний Молот",
120015,27629,5,"Гунде Потужний Молот",
119644,27630,1,"Дракона Порожнечі капітана Приборкувача Небес",
119737,27630,2,"Дракону Порожнечі капітана Приборкувача Небес",
119830,27630,3,"Дракона Порожнечі капітана Приборкувача Небес",
119923,27630,4,"Драконом Порожнечі капітана Приборкувача Небес",
120016,27630,5,"Драконе Порожнечі капітана Приборкувача Небес",
119645,27631,1,"Дэвиду Уэйна",
119738,27631,2,"Дэвиду Уэйну",
119831,27631,3,"Дэвиду Уэйна",
119924,27631,4,"Дэвидом Уэйном",
120017,27631,5,"Дэвиде Уэйне",
119646,27632,1,"Захисника Зим'Торги",
119739,27632,2,"Защитнику Зим'Торги",
119832,27632,3,"Захисника Зим'Торги",
119925,27632,4,"Защитником Зим'Торги",
120018,27632,5,"Защитнике Зим'Торги",
119647,27633,1,"Земельника-строителя",
119740,27633,2,"Земельнику-строителю",
119833,27633,3,"Земельника-строителя",
119926,27633,4,"Земельником-строителем",
120019,27633,5,"Земельнике-строителе",
119648,27634,1,"Имиржар-ваятельницы стихій",
119741,27634,2,"Имиржар-ваятельнице стихій",
119834,27634,3,"Имиржар-ваятельницу стихій",
119927,27634,4,"Имиржар-ваятельницей стихій",
120020,27634,5,"Имиржар-ваятельнице стихій",
119649,27635,1,"Инженерной бригады станції Викрутня",
119742,27635,2,"Инженерной бригаде станції Викрутня",
119835,27635,3,"Инженерную бригаду станції Викрутня",
119928,27635,4,"Инженерной бригадой станції Викрутня",
120021,27635,5,"Инженерной бригаде станції Викрутня",
119650,27636,1,"Инженера-экспериментатора Теззлы",
119743,27636,2,"Инженеру-экспериментатору Теззле",
119836,27636,3,"Инженера-экспериментатора Теззлу",
119929,27636,4,"Инженером-экспериментатором Теззлой",
120022,27636,5,"Инженере-экспериментаторе Теззле",
119651,27637,1,"Ирода Забияки",
119744,27637,2,"Ироду Забияке",
119837,27637,3,"Ирода Забияку",
119930,27637,4,"Иродом Забиякой",
120023,27637,5,"Ироде Забияке",
119652,27638,1,"Испытательного ветролета",
119745,27638,2,"Испытательному ветролету",
119838,27638,3,"Испытательный ветролет",
119931,27638,4,"Испытательным ветролетом",
120024,27638,5,"Испытательном ветролете",
119653,27639,1,"Кибли Киллогерца",
119746,27639,2,"Кибли Киллогерцу",
119839,27639,3,"Кибли Киллогерца",
119932,27639,4,"Кибли Киллогерцем",
120025,27639,5,"Кибли Киллогерце",
119654,27640,1,"Кігтя Жаху",
119747,27640,2,"Когтю Жаху",
119840,27640,3,"Кігтя Жаху",
119933,27640,4,"Когтем Жаху",
120026,27640,5,"Когте Жаху",
119655,27641,1,"Кокона з улья Зора",
119748,27641,2,"Кокону з улья Зора",
119841,27641,3,"Кокон з улья Зора",
119934,27641,4,"Коконом з улья Зора",
120027,27641,5,"Коконе з улья Зора",
119656,27642,1,"Команди разработчиков WoW",
119749,27642,2,"Команде разработчиков WoW",
119842,27642,3,"Команду разработчиков WoW",
119935,27642,4,"Командой разработчиков WoW",
120028,27642,5,"Команде разработчиков WoW",
119657,27643,1,"Командира Элигора Вестника Світанку",
119750,27643,2,"Командиру Элигору Вестнику Світанку",
119843,27643,3,"Командира Элигора Вестника Світанку",
119936,27643,4,"Командиром Элигором Вестником Світанку",
120029,27643,5,"Командире Элигоре Вестнике Світанку",
119658,27644,1,"Краса",
119751,27644,2,"Красу",
119844,27644,3,"Краса",
119937,27644,4,"Красом",
120030,27644,5,"Красе",
119659,27645,1,"Летучего ската",
119752,27645,2,"Летучему скату",
119845,27645,3,"Летучего ската",
119938,27645,4,"Летучим скатом",
120031,27645,5,"Летучем скаті",
119660,27646,1,"Лорда Афрасаcтраза",
119753,27646,2,"Лорду Афрасаcтраз",
119846,27646,3,"Лорда Афрасаcтраза",
119939,27646,4,"Лордом Афрасаcтразом",
120032,27646,5,"Лорде Афрасаcтразе",
119661,27647,1,"Маршала північного бункера Дун Болдара",
119754,27647,2,"Маршалу північного бункера Дун Болдара",
119847,27647,3,"Маршала північного бункера Дун Болдара",
119940,27647,4,"Маршалом північного бункера Дун Болдара",
120033,27647,5,"Маршале північного бункера Дун Болдара",
119662,27648,1,"Маршала південного бункера Дун Болдара",
119755,27648,2,"Маршалу південного бункера Дун Болдара",
119848,27648,3,"Маршала південного бункера Дун Болдара",
119941,27648,4,"Маршалом південного бункера Дун Болдара",
120034,27648,5,"Маршале південного бункера Дун Болдара",
119663,27649,1,"Мертвого послушника Мам'тота",
119756,27649,2,"Мертвому послушнику Мам'тота",
119849,27649,3,"Мертвого послушника Мам'тота",
119942,27649,4,"Мертвим послушником Мам'тота",
120035,27649,5,"Мертвому послушнику Мам'тота",
119664,27650,1,"Мрійливого дракончика",
119757,27650,2,"Мрійливому дракончику",
119850,27650,3,"Мрійливого дракончика",
119943,27650,4,"Мрійливим дракончиком",
120036,27650,5,"Мрійливому дракончике",
119665,27651,1,"Міні-Діабло",
119758,27651,2,"Міні-Діабло",
119851,27651,3,"Міні-Діабло",
119944,27651,4,"Міні-Діабло",
120037,27651,5,"Міні-Діабло",
119666,27652,1,"Некроза",
119759,27652,2,"Некрозу",
119852,27652,3,"Некроза",
119945,27652,4,"Некрозом",
120038,27652,5,"Некрозе",
119667,27653,1,"Ополченца Далечья",
119760,27653,2,"Ополченцу Далечья",
119853,27653,3,"Ополченца Далечья",
119946,27653,4,"Ополченцем Далечья",
120039,27653,5,"Ополченце Далечья",
119668,27654,1,"Опытного аптекаря Фаранелла",
119761,27654,2,"Опытному аптекарю Фаранеллу",
119854,27654,3,"Опытного аптекаря Фаранелла",
119947,27654,4,"Опытным аптекарем Фаранеллом",
120040,27654,5,"Опытном аптекаре Фаранелле",
119669,27655,1,"Оракула з гнездовья Литик",
119762,27655,2,"Оракулу з гнездовья Литик",
119855,27655,3,"Оракула з гнездовья Литик",
119948,27655,4,"Оракулом з гнездовья Литик",
120041,27655,5,"Оракуле з гнездовья Литик",
119670,27656,1,"Остропила",
119763,27656,2,"Остропилу",
119856,27656,3,"Остропила",
119949,27656,4,"Остропилом",
120042,27656,5,"Остропиле",
119671,27657,1,"Падальщика з племені Трепещущего Тростника",
119764,27657,2,"Падальщику з племені Трепещущего Тростника",
119857,27657,3,"Падальщика з племені Трепещущего Тростника",
119950,27657,4,"Падальщиком з племені Трепещущего Тростника",
120043,27657,5,"Падальщике з племені Трепещущего Тростника",
119672,27658,1,"Плевальщика Кришталевої Павутини",
119765,27658,2,"Плевальщику Кришталевої Павутини",
119858,27658,3,"Плевальщика Кришталевої Павутини",
119951,27658,4,"Плевальщиком Кришталевої Павутини",
120044,27658,5,"Плевальщике Кришталевої Павутини",
119673,27659,1,"Пленной бруннхильдарки",
119766,27659,2,"Пленной бруннхильдарке",
119859,27659,3,"Пленную бруннхильдарку",
119952,27659,4,"Пленной бруннхильдаркой",
120045,27659,5,"Пленной бруннхильдарке",
119674,27660,1,"Пойманного летучего ската",
119767,27660,2,"Пойманному летучему скату",
119860,27660,3,"Пойманного летучего ската",
119953,27660,4,"Пойманным летучим скатом",
120046,27660,5,"Пойманном летучем скаті",
119675,27661,1,"Портал Легіону",
119768,27661,2,"Портал Легіону",
119861,27661,3,"Портал Легіону",
119954,27661,4,"Портал Легіону",
120047,27661,5,"Портал Легіону",
119676,27662,1,"Портала Шадрона",
119769,27662,2,"Порталу Шадрона",
119862,27662,3,"Портал Шадрона",
119955,27662,4,"Порталом Шадрона",
120048,27662,5,"Портале Шадрона",
119677,27663,1,"Постачальника Табору Іржа на Соплі",
119770,27663,2,"Постачальнику Табору Іржа на Соплі",
119863,27663,3,"Постачальника Табору Іржа на Соплі",
119956,27663,4,"Постачальником Табору Іржа на Соплі",
120049,27663,5,"Постачальнику Табору Іржа на Соплі",
119678,27664,1,"Призрака Утера Світлоносного",
119771,27664,2,"Призраку Утера Світлоносного",
119864,27664,3,"Призрака Утера Світлоносного",
119957,27664,4,"Призраком Утера Світлоносного",
120050,27664,5,"Призраке Утера Світлоносного",
119679,27665,1,"Продавца гербових накидок гільдій",
119772,27665,2,"Продавцу гербових накидок гільдій",
119865,27665,3,"Продавца гербових накидок гільдій",
119958,27665,4,"Продавцом гербових накидок гільдій",
120051,27665,5,"Продавце гербових накидок гільдій",
119680,27666,1,"Продавца кольчужных обладунків і лат",
119773,27666,2,"Продавцу кольчужных обладунків і лат",
119866,27666,3,"Продавца кольчужных обладунків і лат",
119959,27666,4,"Продавцом кольчужных обладунків і лат",
120052,27666,5,"Продавце кольчужных обладунків і лат",
119681,27667,1,"Продавца символов для кольчужных обладунків і лат",
119774,27667,2,"Продавцу символов для кольчужных обладунків і лат",
119867,27667,3,"Продавца символов для кольчужных обладунків і лат",
119960,27667,4,"Продавцом символов для кольчужных обладунків і лат",
120053,27667,5,"Продавце символов для кольчужных обладунків і лат",
119682,27668,1,"Продавца символов для тканевых і кожаных обладунків",
119775,27668,2,"Продавцу символов для тканевых і кожаных обладунків",
119868,27668,3,"Продавца символов для тканевых і кожаных обладунків",
119961,27668,4,"Продавцом символов для тканевых і кожаных обладунків",
120054,27668,5,"Продавце символов для тканевых і кожаных обладунків",
119683,27669,1,"Продавца тканевых і кожаных обладунків",
119776,27669,2,"Продавцу тканевых і кожаных обладунків",
119869,27669,3,"Продавца тканевых і кожаных обладунків",
119962,27669,4,"Продавцом тканевых і кожаных обладунків",
120055,27669,5,"Продавце тканевых і кожаных обладунків",
119684,27670,1,"Проекції Паталеона Обчислювача",
119777,27670,2,"Проекції Паталеона Обчислювача",
119870,27670,3,"Проекцію Паталеона Обчислювача",
119963,27670,4,"Проекцією Паталеона Обчислювача",
120056,27670,5,"Проекції Паталеона Обчислювача",
119685,27671,1,"Прядильщика Кришталевої Павутини",
119778,27671,2,"Прядильщику Кришталевої Павутини",
119871,27671,3,"Прядильщика Кришталевої Павутини",
119964,27671,4,"Прядильщиком Кришталевої Павутини",
120057,27671,5,"Прядильщике Кришталевої Павутини",
119686,27672,1,"Разрушительной машини Живликс",
119779,27672,2,"Разрушительной машині Живликс",
119872,27672,3,"Разрушительную машину Живликс",
119965,27672,4,"Разрушительной машиной Живликс",
120058,27672,5,"Разрушительной машині Живликс",
119687,27673,1,"Рассветного Мисливця",
119780,27673,2,"Рассветному Охотнику",
119873,27673,3,"Рассветного Мисливця",
119966,27673,4,"Рассветным Охотником",
120059,27673,5,"Рассветном Охотнике",
132190,27673,8,"Рассветного Мисливця",
119688,27674,1,"Самца копитня",
119781,27674,2,"Самцу копитня",
119874,27674,3,"Самца копитня",
119967,27674,4,"Самцом копитня",
120060,27674,5,"Самце копитня",
119689,27675,1,"Свирепого стерв'ятника холмов",
119782,27675,2,"Свирепому стерв'ятнику холмов",
119875,27675,3,"Свирепого стерв'ятника холмов",
119968,27675,4,"Свирепым стерв'ятником холмов",
120061,27675,5,"Свирепом стерв'ятнику холмов",
119690,27676,1,"Сиденья для інженера Альянсу",
119783,27676,2,"Сиденью для інженера Альянсу",
119876,27676,3,"Сиденье для інженера Альянсу",
119969,27676,4,"Сиденьем для інженера Альянсу",
120062,27676,5,"Сиденье для інженера Альянсу",
119691,27677,1,"Сиденья для інженера Орди",
119784,27677,2,"Сиденью для інженера Орди",
119877,27677,3,"Сиденье для інженера Орди",
119970,27677,4,"Сиденьем для інженера Орди",
120063,27677,5,"Сиденье для інженера Орди",
119692,27678,1,"Скакуна Вершника без голови",
119785,27678,2,"Скакуну Вершника без голови",
119878,27678,3,"Скакуна Вершника без голови",
119971,27678,4,"Скакуном Вершника без голови",
120064,27678,5,"Скакуне Вершника без голови",
119693,27679,1,"Слуги Вэлдона Барова",
119786,27679,2,"Слуге Вэлдона Барова",
119879,27679,3,"Слугу Вэлдона Барова",
119972,27679,4,"Слугой Вэлдона Барова",
120065,27679,5,"Слуге Вэлдона Барова",
119694,27680,1,"Старейшины Езры Пшеничное Копито",
119787,27680,2,"Старейшине Езре Пшеничное Копито",
119880,27680,3,"Старійшину Езру Пшеничное Копито",
119973,27680,4,"Старейшиной Езрой Пшеничное Копито",
120066,27680,5,"Старейшине Езре Пшеничное Копито",
119695,27681,1,"Статуя з необработанного каменя",
119788,27681,2,"Статуя з необработанного каменя",
119881,27681,3,"Статуя з необработанного каменя",
119974,27681,4,"Статуя з необработанного каменя",
120067,27681,5,"Статуя з необработанного каменя",
119696,27682,1,"Охоронця Зим'Торги",
119789,27682,2,"Вартовому Зим'Торги",
119882,27682,3,"Охоронця Зим'Торги",
119975,27682,4,"Вартовим Зим'Торги",
120068,27682,5,"Вартовому Зим'Торги",
119697,27683,1,"Таби",
119790,27683,2,"Таби",
119883,27683,3,"Таби",
119976,27683,4,"Таби",
120069,27683,5,"Таби",
119698,27684,1,"Талваша дель Кисселя",
119791,27684,2,"Талвашу дель Кисселю",
119884,27684,3,"Талваша дель Кисселя",
119977,27684,4,"Талвашом дель Кисселем",
120070,27684,5,"Талваше дель Кисселе",
119699,27685,1,"Таунка Шаленого Вітру",
119792,27685,2,"Таунка Неистовству Вітри",
119885,27685,3,"Таунка Лють Вітри",
119978,27685,4,"Таунка Неистовством Вітри",
120071,27685,5,"Таунка Неистовстве Вітри",
119700,27686,1,"Тенелова племені Ярой Ненависти",
119793,27686,2,"Тенелову племені Ярой Ненависти",
119886,27686,3,"Тенелова племені Ярой Ненависти",
119979,27686,4,"Тенеловом племені Ярой Ненависти",
120072,27686,5,"Тенелове племені Ярой Ненависти",
119701,27687,1,"Торгоса",
119794,27687,2,"Торгосу",
119887,27687,3,"Торгоса",
119980,27687,4,"Торгосом",
120073,27687,5,"Торгосе",
119702,27688,1,"Торг-о-трона делюкс",
119795,27688,2,"Торг-о-трону делюкс",
119888,27688,3,"Торг-о-трон делюкс",
119981,27688,4,"Торг-о-троном делюкс",
120074,27688,5,"Торг-о-троне делюкс",
119703,27689,1,"Триумфа",
119796,27689,2,"Триумфу",
119889,27689,3,"Триумфа",
119982,27689,4,"Триумфом",
120075,27689,5,"Триумфе",
119704,27690,1,"Укротителя вітри",
119797,27690,2,"Укротителю вітри",
119890,27690,3,"Укротителя вітри",
119983,27690,4,"Укротителем вітри",
120076,27690,5,"Укротителе вітри",
119705,27691,1,"Укрощенного елементаля повітря",
119798,27691,2,"Укрощенному элементалю повітря",
119891,27691,3,"Укрощенного елементаля повітря",
119984,27691,4,"Укрощенным элементалем повітря",
120077,27691,5,"Укрощенном элементале повітря",
119706,27692,1,"Ученого Рунного Шипа",
119799,27692,2,"Ученому Рунному Шипу",
119892,27692,3,"Ученого Рунного Шипа",
119985,27692,4,"Ученым Рунным Шипом",
120078,27692,5,"Ученом Рунном Шипе",
119707,27693,1,"Учительницы верхової їзди",
119800,27693,2,"Учительнице верхової їзди",
119893,27693,3,"Учительницу верхової їзди",
119986,27693,4,"Учительницей верхової їзди",
120079,27693,5,"Учительнице верхової їзди",
119708,27694,1,"Хранителя вогню Араті",
119801,27694,2,"Хранителю вогню Араті",
119894,27694,3,"Хранителя вогню Араті",
119987,27694,4,"Хранителем вогню Араті",
120080,27694,5,"Хранителе вогню Араті",
119709,27695,1,"Хранителя вогню Ліси Тероккар",
119802,27695,2,"Хранителю вогню Ліси Тероккар",
119895,27695,3,"Хранителя вогню Ліси Тероккар",
119988,27695,4,"Хранителем вогню Ліси Тероккар",
120081,27695,5,"Хранителе вогню Ліси Тероккар",
119710,27696,1,"Чорного вартового культу",
119803,27696,2,"Черному вартовому культу",
119896,27696,3,"Чорного вартового культу",
119989,27696,4,"Чорним вартовим культу",
120082,27696,5,"Черном вартовому культу",
119711,27697,1,"Экспедиционного хранителя",
119804,27697,2,"Экспедиционному хранителю",
119897,27697,3,"Экспедиционного хранителя",
119990,27697,4,"Экспедиционным хранителем",
120083,27697,5,"Экспедиционном хранителе",
120087,27703,1,"Попавшего в капкан мамонтенка",
120088,27703,2,"Попавшему в капкан мамонтенку",
120089,27703,3,"Попавшего в капкан мамонтенка",
120090,27703,4,"Попавшим в капкан мамонтенком",
120091,27703,5,"Попавшего в капкан мамонтенка",
120092,27704,1,"Корчмаря Брила",
120093,27704,2,"Корчмарю Брилу",
120094,27704,3,"Корчмаря Брила",
120095,27704,4,"Корчмарем Брилом",
120096,27704,5,"Корчмаре Бриле",
120097,27705,1,"Зои",
120098,27705,2,"Зои",
120099,27705,3,"Зои",
120100,27705,4,"Зои",
120101,27705,5,"Зои",
120102,27706,1,"Охоронця Велена",
120103,27706,2,"Вартовому Велена",
120104,27706,3,"Охоронця Велена",
120105,27706,4,"Вартовим Велена",
120106,27706,5,"Вартовому Велена",
120107,27707,1,"Духа Азурегоса",
120108,27707,2,"Духу Азурегоса",
120109,27707,3,"Духа Азурегоса",
120110,27707,4,"Духом Азурегоса",
120111,27707,5,"Духу Азурегоса",
120127,27723,1,"Длинношеего травояда",
120128,27723,2,"Длинношеему травояду",
120129,27723,3,"Длинношеего травояда",
120130,27723,4,"Длинношеим травоядом",
120131,27723,5,"Длинношеем травояде",
120132,27724,1,"Вашого образа з будущего",
120133,27724,2,"Вашему образу з будущего",
120134,27724,3,"Ваш образ з будущего",
120135,27724,4,"Вашим чином з будущего",
120136,27724,5,"Вашем образе з будущего",
120137,27725,1,"Вашого образа з минулого",
120138,27725,2,"Вашему образу з минулого",
120139,27725,3,"Ваш образ з минулого",
120140,27725,4,"Вашим чином з минулого",
120141,27725,5,"Вашем образе з минулого",
120142,27726,1,"Валькирионской претендентки",
120143,27726,2,"Валькирионской претендентке",
120144,27726,3,"Валькирионскую претендентку",
120145,27726,4,"Валькирионской претендентки",
120146,27726,5,"Валькирионской претендентке",
120147,27727,6,"Тепер в Авангарде Альянсу",
120148,27727,7,"Авангарду Альянсу",
120149,27728,1,"Льодяної Бурі",
120150,27728,2,"Льодяної Буре",
120151,27728,3,"Льодяну Бурю",
120152,27728,4,"Льодяної Бурею",
120153,27728,5,"Льодяної Буре",
120154,27729,1,"""Приманки для драконів""",
120155,27729,2,"""Приманке для драконів""",
120156,27729,3,"""Приманку для драконів""",
120157,27729,4,"""Приманкой для драконів""",
120158,27729,5,"""Приманке для драконів""",
120159,27730,1,"Камнешкурого василиска",
120160,27730,2,"Камнешкурому василиску",
120161,27730,3,"Камнешкурого василиска",
120162,27730,4,"Камнешкурым василиском",
120163,27730,5,"Камнешкуром василиске",
120164,27731,1,"Солдата пехоты Багряного Натиска",
120165,27731,2,"Солдату пехоты Багряного Натиска",
120166,27731,3,"Солдата пехоты Багряного Натиска",
120167,27731,4,"Солдатом пехоты Багряного Натиска",
120168,27731,5,"Солдаті пехоты Багряного Натиска",
120169,27732,1,"Старейшины Небесної Мисливиці",
120170,27732,2,"Старейшине Небесної Мисливиці",
120171,27732,3,"Старійшину Небесную Мисливицю",
120172,27732,4,"Старейшиной Небесної Охотницей",
120173,27732,5,"Старейшине Небесної Мисливиці",
120174,27733,1,"Анаба Пшеничной Гривы",
120175,27733,2,"Анабу Пшеничной Гриве",
120176,27733,3,"Анаба Пшеничную Гриву",
120177,27733,4,"Анабом Пшеничной Гривой",
120178,27733,5,"Анабе Пшеничной Гриве",
120179,27734,1,"Предка Езры Пшеничной Гривы",
120180,27734,2,"Предку Езре Пшеничной Гриве",
120181,27734,3,"Предка Езру Пшеничную Гриву",
120182,27734,4,"Предоком Езрой Пшеничной Гривой",
120183,27734,5,"Предку Езре Пшеничной Гриве",
120184,27735,1,"Орешка",
120185,27735,2,"Орешку",
120186,27735,3,"Орешка",
120187,27735,4,"Орешком",
120188,27735,5,"Орешке",
120189,27736,1,"Предка Серогрива",
120190,27736,2,"Предку Серогриву",
120191,27736,3,"Предка Серогрива",
120192,27736,4,"Предком Серогривом",
120193,27736,5,"Предку Серогриве",
120194,27737,1,"Мистера Бигглсуорта",
120195,27737,2,"Мистеру Бигглсуорту",
120196,27737,3,"Мистера Бигглсуорта",
120197,27737,4,"Мистером Бигглсуортом",
120198,27737,5,"Мистере Бигглсуорте",
120199,27738,1,"проекции містера Бигглсуорта",
120200,27738,2,"проекции містера Бигглсуорта",
120201,27738,3,"проекцию містера Бигглсуорта",
120202,27738,4,"проекцией містера Бигглсуорта",
120203,27738,5,"проекции містера Бигглсуорта",
120204,27739,1,"Болотной гадюки",
120205,27739,2,"болотной гадюке",
120206,27739,3,"болотную гадюку",
120207,27739,4,"болотной гадюкой",
120208,27739,5,"болотной гадюке",
120209,27740,1,"Сборщика з племені Зимових Плавників",
120210,27740,2,"Сборщику з племені Зимових Плавників",
120211,27740,3,"Сборщика з племені Зимових Плавників",
120212,27740,4,"Сборщиком з племені Зимових Плавників",
120213,27740,5,"Сборщике з племені Зимових Плавників",
120214,27741,1,"Воина племені Зимових Плавників",
120215,27741,2,"Воину племені Зимових Плавників",
120216,27741,3,"Воина племені Зимових Плавників",
120217,27741,4,"Воином племені Зимових Плавників",
120218,27741,5,"Воине племені Зимових Плавників",
120219,27742,1,"Гарпунера племені Зимових Плавників",
120220,27742,2,"Гарпунеру племені Зимових Плавників",
120221,27742,3,"Гарпунера племені Зимових Плавників",
120222,27742,4,"Гарпунером племені Зимових Плавників",
120223,27742,5,"Гарпунере племені Зимових Плавників",
120224,27743,1,"Союзника з племені Зимових Плавників",
120225,27743,2,"Союзнику з племені Зимових Плавників",
120226,27743,3,"Союзника з племені Зимових Плавників",
120227,27743,4,"Союзником з племені Зимових Плавників",
120228,27743,5,"Союзнике з племені Зимових Плавників",
120229,27744,1,"Оракула племені Зимових Плавників",
120230,27744,2,"Оракулу племені Зимових Плавників",
120231,27744,3,"Оракула племені Зимових Плавників",
120232,27744,4,"Оракулом племені Зимових Плавників",
120233,27744,5,"Оракуле племені Зимових Плавників",
120239,27745,6,"фізичної шкоди",
120240,27746,1,"Манекена закоханого",
120241,27746,2,"Манекену закоханого",
120242,27746,3,"Манекен закоханого",
120243,27746,4,"Манекеном закоханого",
120244,27746,5,"Манекене закоханого",
120245,27747,1,"Штормградcкого патрульного",
120246,27747,2,"Штормградcкого патрульному",
120247,27747,3,"Штормградcкого патрульного",
120248,27747,4,"Штормградcким патрульным",
120249,27747,5,"Штормградcком патрульном",
120250,27748,1,"Алендии",
120251,27748,2,"Алендии",
120252,27748,3,"Алендию",
120253,27748,4,"Алендией",
120254,27748,5,"Алендии",
120255,27749,1,"Винейши",
120256,27749,2,"Винейше",
120257,27749,3,"Винейшу",
120258,27749,4,"Винейшей",
120259,27749,5,"Винейше",
120260,27750,1,"Жриці А'мууры",
120261,27750,2,"Жриці А'мууре",
120262,27750,3,"Жриці А'мууру",
120263,27750,4,"Жрицею А'муурой",
120264,27750,5,"Жриці А'мууре",
120265,27751,1,"Фелиссы",
120266,27751,2,"Фелиссе",
120267,27751,3,"Фелиссу",
120268,27751,4,"Фелиссой",
120269,27751,5,"Фелиссе",
120270,27752,1,"Аукционера Касареса",
120271,27752,2,"Аукционеру Касаресу",
120272,27752,3,"Аукционера Касареса",
120273,27752,4,"Аукционером Касаресом",
120274,27752,5,"Аукционере Касаресе",
120275,27753,6,"Тепер в племені Шаленого Серця",
120276,27753,7,"племені Шаленого Серця",
120277,27754,1,"Прихвостня Ернестуея",
120278,27754,2,"Прихвостню Ернестуея",
120279,27754,3,"Прихвостня Ернестуея",
120280,27754,4,"Прихвостнем Ернестуея",
120281,27754,5,"Прихвостне Ернестуея",
120282,27755,1,"Конюха Джимми",
120283,27755,2,"Конюху Джимми",
120284,27755,3,"Конюха Джимми",
120285,27755,4,"Конюхом Джимми",
120286,27755,5,"Конюхе Джимми",
120287,27756,1,"Улфа Кровопускателя",
120288,27756,2,"Улфу Кровопускателю",
120289,27756,3,"Улфа Кровопускателя",
120290,27756,4,"Улфом Кровопускателем",
120291,27756,5,"Улфе Кровопускателе",
120292,27757,1,"Кер Тотем Люті",
120293,27757,2,"Кер Тотем Люті",
120294,27757,3,"Кер Тотем Люті",
