long,long,long,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,long,long,long,
4405,923,41,8410,0,0,0,0,0,"С.І.Л.А.",,,,,,,,"С.І.Л.А.",,,,,,,,0xFF01FE,0,0,0,0,70,
7955,347,41,32722,1,0,0,0,0,"Сироп з сока терошишки",,,,,,,,"Сироп з сока терошишки",,,,,,,,0xFF01FE,2,0,0,0,70,
8884,346,41,33029,0,0,0,0,0,"Ячменоварское темное",,,,,,,,"Ячменоварское темное",,,,,,,,0xFF01FE,2,0,0,0,70,
12598,621,57,45983,1,0,0,0,0,"Гербова накидка несамовитого гладіатора",,,,,,,,"Гербова накидка несамовитого гладіатора",,,,,,,,0xFF01FE,2,0,0,0,70,
4406,923,41,8529,0,0,0,0,0,"Еліксир Гогельмогеля",,,,,,,,"Еліксир Гогельмогеля",,,,,,,,0xFF01FE,0,0,0,0,71,
7954,347,41,17198,1,0,0,0,0,"Гоголь-моголь",,,,,,,,"Гоголь-моголь",,,,,,,,0xFF01FE,2,0,0,0,71,
8883,346,41,33028,0,0,0,0,0,"Ячменоварское светлое",,,,,,,,"Ячменоварское светлое",,,,,,,,0xFF01FE,2,0,0,0,71,
12599,621,57,49086,1,0,0,0,0,"Гербова накидка невблаганного гладіатора",,,,,,,,"Гербова накидка невблаганного гладіатора",,,,,,,,0xFF01FE,2,0,0,0,71,
4407,923,41,28102,0,0,0,0,0,"Еліксир натиска",,,,,,,,"Еліксир натиска",,,,,,,,0xFF01FE,0,0,0,0,72,
7953,347,41,13888,1,0,0,0,0,"Темноклешневый омар",,,,,,,,"Темноклешневый омар",,,,,,,,0xFF01FE,2,0,0,0,72,
8882,346,41,33035,0,0,0,0,0,"Огрский мед",,,,,,,,"Огрский мед",,,,,,,,0xFF01FE,2,0,0,0,72,
12600,621,57,40643,1,0,0,0,0,"Гербова накидка Преуспевающего",,,,,,,,"Гербова накидка Преуспевающего",,,,,,,,0xFF01FE,2,0,0,0,72,
7952,347,41,43088,1,0,0,0,0,"Корзина даларанських яблок",,,,,,,,"Корзина даларанських яблок",,,,,,,,0xFF01FE,2,0,0,0,73,
8062,923,41,44328,0,0,0,0,0,"Потужний еліксир захисту",,,,,,,,"Потужний еліксир захисту",,,,,,,,0xFF01FE,0,0,0,0,73,
8871,346,41,44620,0,0,0,0,0,"Стакан выдержанного даларанського червоного",,,,,,,,"Стакан выдержанного даларанського червоного",,,,,,,,0xFF01FE,2,0,0,0,73,
13241,621,57,52252,1,0,0,0,0,"Гербова накидка Светоносного",,,,,,,,"Гербова накидка Светоносного",,,,,,,,0xFF01FE,2,0,0,0,73,
7989,347,41,11950,1,0,0,0,0,"Ягоды ветроцвета",,,,,,,,"Ягоды ветроцвета",,,,,,,,0xFF01FE,2,0,0,0,74,
8066,923,41,44332,0,0,0,0,0,"Потужний еліксир розуму",,,,,,,,"Потужний еліксир розуму",,,,,,,,0xFF01FE,0,0,0,0,74,
8869,346,41,44618,0,0,0,0,0,"Стакан старого даларанського червоного",,,,,,,,"Стакан старого даларанського червоного",,,,,,,,0xFF01FE,2,0,0,0,74,
13242,621,57,51534,1,0,0,0,0,"Гербова накидка гнівного гнівного",,,,,,,,"Гербова накидка гнівного гнівного",,,,,,,,0xFF01FE,2,0,0,0,74,
7988,347,41,8543,1,0,0,0,0,"Підводний гриб",,,,,,,,"Підводний гриб",,,,,,,,0xFF01FE,2,0,0,0,75,
8068,923,41,11564,0,0,0,0,0,"Кристалл-хранитель",,,,,,,,"Кристалл-хранитель",,,,,,,,0xFF01FE,0,0,0,0,75,
8867,346,41,44616,0,0,0,0,0,"Стакан даларанського білого",,,,,,,,"Стакан даларанського білого",,,,,,,,0xFF01FE,2,0,0,0,75,
7987,347,41,33043,1,0,0,0,0,"Крендель до пиву",,,,,,,,"Крендель до пиву",,,,,,,,0xFF01FE,2,0,0,0,76,
8070,923,41,12457,0,0,0,0,0,"Холод джуджу",,,,,,,,"Холод джуджу",,,,,,,,0xFF01FE,0,0,0,0,76,
8891,346,41,34017,0,0,0,0,0,"Пиво ""Не спеша""",,,,,,,,"Пиво ""Не спеша""",,,,,,,,0xFF01FE,2,0,0,0,76,
6485,346,41,40042,0,0,0,0,0,"Обжигающее вино з тмином",,,,,,,,"Обжигающее вино з тмином",,,,,,,,0xFF01FE,2,0,0,0,77,
7986,347,41,6887,1,0,0,0,0,"Плямистий желтохвост",,,,,,,,"Плямистий желтохвост",,,,,,,,0xFF01FE,2,0,0,0,77,
8072,923,41,12460,0,0,0,0,0,"Мощь джуджу",,,,,,,,"Мощь джуджу",,,,,,,,0xFF01FE,0,0,0,0,77,
6452,346,41,17199,0,0,0,0,0,"Испорченный гоголь-моголь",,,,,,,,"Испорченный гоголь-моголь",,,,,,,,0xFF01FE,2,0,0,0,78,
8030,347,41,33254,1,0,0,0,0,"Жареный кусок Афрази лісового долгонога",,,,,,,,"Жареный кусок Афрази лісового долгонога",,,,,,,,0xFF01FE,2,0,0,0,78,
8074,923,41,20004,0,0,0,0,0,"Більшое зілля тролльей крові",,,,,,,,"Більшое зілля тролльей крові",,,,,,,,0xFF01FE,0,0,0,0,78,
4655,346,41,33042,0,0,0,0,0,"Чорна кава",,,,,,,,"Чорна кава",,,,,,,,0xFF01FE,2,0,0,0,79,
7951,347,41,17199,1,0,0,0,0,"Испорченный гоголь-моголь",,,,,,,,"Испорченный гоголь-моголь",,,,,,,,0xFF01FE,2,0,0,0,79,
8032,923,41,44327,0,0,0,0,0,"Еліксир смертельных ударів",,,,,,,,"Еліксир смертельных ударів",,,,,,,,0xFF01FE,0,0,0,0,79,
4656,346,41,38431,0,0,0,0,0,"Обогащенная вода Чорної скелі",,,,,,,,"Обогащенная вода Чорної скелі",,,,,,,,0xFF01FE,2,0,0,0,80,
7087,347,41,30458,0,0,0,0,0,"Штормгардский сир",,,,,,,,"Штормгардский сир",,,,,,,,0xFF01FE,2,0,0,0,80,
8031,923,41,44325,0,0,0,0,0,"Еліксир влучності",,,,,,,,"Еліксир влучності",,,,,,,,0xFF01FE,0,0,0,0,80,
4657,346,41,38430,0,0,0,0,0,"Минеральная вода Чорної скелі",,,,,,,,"Минеральная вода Чорної скелі",,,,,,,,0xFF01FE,2,0,0,0,81,
7088,347,41,18633,0,0,0,0,0,"Леденцы Стилины",,,,,,,,"Леденцы Стилины",,,,,,,,0xFF01FE,2,0,0,0,81,
8090,923,41,37570,0,0,0,0,0,"Еліксир з темноплевела",,,,,,,,"Еліксир з темноплевела",,,,,,,,0xFF01FE,0,0,0,0,81,
4658,346,41,38429,0,0,0,0,0,"Ключевая вода Чорної скелі",,,,,,,,"Ключевая вода Чорної скелі",,,,,,,,0xFF01FE,2,0,0,0,82,
7042,347,41,42779,0,0,0,0,0,"Дымящийся куриный суп",,,,,,,,"Дымящийся куриный суп",,,,,,,,0xFF01FE,2,0,0,0,82,
8089,923,41,36769,0,0,0,0,0,"Охранный еліксир Зорта",,,,,,,,"Охранный еліксир Зорта",,,,,,,,0xFF01FE,0,0,0,0,82,
4659,346,41,17404,0,0,0,0,0,"Сборная солянка з фасолью",,,,,,,,"Сборная солянка з фасолью",,,,,,,,0xFF01FE,2,0,0,0,83,
7027,347,41,2680,0,0,0,0,0,"Волчатина з прянощами",,,,,,,,"Волчатина з прянощами",,,,,,,,0xFF01FE,2,0,0,0,83,
8088,923,41,36770,0,0,0,0,0,"Охранный еліксир Зорта",,,,,,,,"Охранный еліксир Зорта",,,,,,,,0xFF01FE,0,0,0,0,83,
4660,346,41,2723,0,0,0,0,0,"Бутылка ""Пино нуар""",,,,,,,,"Бутылка ""Пино нуар""",,,,,,,,0xFF01FE,2,0,0,0,84,
7089,347,41,39691,0,0,0,0,0,"Наваристая похлебка з косатки",,,,,,,,"Наваристая похлебка з косатки",,,,,,,,0xFF01FE,2,0,0,0,84,
8087,923,41,35797,0,0,0,0,0,"Еліксир Дракуру",,,,,,,,"Еліксир Дракуру",,,,,,,,0xFF01FE,0,0,0,0,84,
4661,346,41,19300,0,0,0,0,0,"Бутылка талой води",,,,,,,,"Бутылка талой води",,,,,,,,0xFF01FE,2,0,0,0,85,
6571,347,41,4607,0,0,0,0,0,"Вкуснейший пещерный гриб",,,,,,,,"Вкуснейший пещерный гриб",,,,,,,,0xFF01FE,2,0,0,0,85,
8086,923,41,32446,0,0,0,0,0,"Еліксир тіней",,,,,,,,"Еліксир тіней",,,,,,,,0xFF01FE,0,0,0,0,85,
4662,346,41,9451,0,0,0,0,0,"Вода з пузырьками",,,,,,,,"Вода з пузырьками",,,,,,,,0xFF01FE,2,0,0,0,86,
7090,347,41,2685,0,0,0,0,0,"Сочные свиные ребрышки",,,,,,,,"Сочные свиные ребрышки",,,,,,,,0xFF01FE,2,0,0,0,86,
8085,923,41,24428,0,0,0,0,0,"Еліксир Ахуума",,,,,,,,"Еліксир Ахуума",,,,,,,,0xFF01FE,0,0,0,0,86,
4663,346,41,34832,0,0,0,0,0,"Светлое пиво капітана Ромси",,,,,,,,"Светлое пиво капітана Ромси",,,,,,,,0xFF01FE,2,0,0,0,87,
7037,347,41,4606,0,0,0,0,0,"Губчатые сморчки",,,,,,,,"Губчатые сморчки",,,,,,,,0xFF01FE,2,0,0,0,87,
8084,923,41,11243,0,0,0,0,0,"Еліксир Видере",,,,,,,,"Еліксир Видере",,,,,,,,0xFF01FE,0,0,0,0,87,
4664,346,41,29112,0,0,0,0,0,"Духи кенарийцев",,,,,,,,"Духи кенарийцев",,,,,,,,0xFF01FE,2,0,0,0,88,
7091,347,41,35950,0,0,0,0,0,"Бататовый хлеб",,,,,,,,"Бататовый хлеб",,,,,,,,0xFF01FE,2,0,0,0,88,
8083,923,41,22193,0,0,0,0,0,"Кривавий еліксир спротиву",,,,,,,,"Кривавий еліксир спротиву",,,,,,,,0xFF01FE,0,0,0,0,88,
4665,346,41,19222,0,0,0,0,0,"Дешевое пиво",,,,,,,,"Дешевое пиво",,,,,,,,0xFF01FE,2,0,0,0,89,
7033,347,41,42993,0,0,0,0,0,"Гостра жареная сельдь",,,,,,,,"Гостра жареная сельдь",,,,,,,,0xFF01FE,2,0,0,0,89,
8082,923,41,22192,0,0,0,0,0,"Кривавий еліксир ухиляння",,,,,,,,"Кривавий еліксир ухиляння",,,,,,,,0xFF01FE,0,0,0,0,89,
4666,346,41,4600,0,0,0,0,0,"Вишневый грог",,,,,,,,"Вишневый грог",,,,,,,,0xFF01FE,2,0,0,0,90,
7092,347,41,27660,0,0,0,0,0,"Стейк з талбука",,,,,,,,"Стейк з талбука",,,,,,,,0xFF01FE,2,0,0,0,90,
8081,923,41,37878,0,0,0,0,0,"Еліксир з крові ворга",,,,,,,,"Еліксир з крові ворга",,,,,,,,0xFF01FE,0,0,0,0,90,
4667,346,41,8079,0,0,0,0,0,"Сотворенная талая вода",,,,,,,,"Сотворенная талая вода",,,,,,,,0xFF01FE,2,0,0,0,91,
7028,347,41,12211,0,0,0,0,0,"Пряная волчья грудинка",,,,,,,,"Пряная волчья грудинка",,,,,,,,0xFF01FE,2,0,0,0,91,
8080,923,41,40076,0,0,0,0,0,"Еліксир гуру",,,,,,,,"Еліксир гуру",,,,,,,,0xFF01FE,0,0,0,0,91,
4668,346,41,2288,0,0,0,0,0,"Сотворенная свежая вода",,,,,,,,"Сотворенная свежая вода",,,,,,,,0xFF01FE,2,0,0,0,92,
7093,347,41,43490,0,0,0,0,0,"Аппетитный кекс",,,,,,,,"Аппетитный кекс",,,,,,,,0xFF01FE,2,0,0,0,92,
8079,923,41,40070,0,0,0,0,0,"Еліксир сили заклинань",,,,,,,,"Еліксир сили заклинань",,,,,,,,0xFF01FE,0,0,0,0,92,
4669,346,41,22018,0,0,0,0,0,"Сотворенная ледниковая вода",,,,,,,,"Сотворенная ледниковая вода",,,,,,,,0xFF01FE,2,0,0,0,93,
7094,347,41,18045,0,0,0,0,0,"Ніжний стейк з волчатины",,,,,,,,"Ніжний стейк з волчатины",,,,,,,,0xFF01FE,2,0,0,0,93,
8078,923,41,40068,0,0,0,0,0,"Еліксир гніву",,,,,,,,"Еліксир гніву",,,,,,,,0xFF01FE,0,0,0,0,93,
4670,346,41,34062,0,0,0,0,0,"Сотворенный манный бисквит",,,,,,,,"Сотворенный манный бисквит",,,,,,,,0xFF01FE,2,0,0,0,94,
7043,347,41,41729,0,0,0,0,0,"Тушеное м'ясо дрейка",,,,,,,,"Тушеное м'ясо дрейка",,,,,,,,0xFF01FE,2,0,0,0,94,
8077,923,41,3826,0,0,0,0,0,"Мощное зілля тролльей крові",,,,,,,,"Мощное зілля тролльей крові",,,,,,,,0xFF01FE,0,0,0,0,94,
4671,346,41,8077,0,0,0,0,0,"Сотворенная минеральная вода",,,,,,,,"Сотворенная минеральная вода",,,,,,,,0xFF01FE,2,0,0,0,95,
7095,347,41,34757,0,0,0,0,0,"Пережаренное м'ясо ворга",,,,,,,,"Пережаренное м'ясо ворга",,,,,,,,0xFF01FE,2,0,0,0,95,
8076,923,41,3382,0,0,0,0,0,"Слабое зілля тролльей крові",,,,,,,,"Слабое зілля тролльей крові",,,,,,,,0xFF01FE,0,0,0,0,95,
4672,346,41,30703,0,0,0,0,0,"Сотворенная горная вода",,,,,,,,"Сотворенная горная вода",,,,,,,,0xFF01FE,2,0,0,0,96,
6867,347,41,7806,0,0,0,0,0,"Леденец",,,,,,,,"Леденец",,,,,,,,0xFF01FE,2,0,0,0,96,
8075,923,41,20007,0,0,0,0,0,"Еліксир крові волшебника",,,,,,,,"Еліксир крові волшебника",,,,,,,,0xFF01FE,0,0,0,0,96,
4673,346,41,2136,0,0,0,0,0,"Сотворенная чистая вода",,,,,,,,"Сотворенная чистая вода",,,,,,,,0xFF01FE,2,0,0,0,97,
7038,347,41,29453,0,0,0,0,0,"Спореггарский гриб",,,,,,,,"Спореггарский гриб",,,,,,,,0xFF01FE,2,0,0,0,97,
8073,923,41,12820,0,0,0,0,0,"Вогняна вода Зимней Спячки",,,,,,,,"Вогняна вода Зимней Спячки",,,,,,,,0xFF01FE,0,0,0,0,97,
4674,346,41,8078,0,0,0,0,0,"Сотворенная шипучка",,,,,,,,"Сотворенная шипучка",,,,,,,,0xFF01FE,2,0,0,0,98,
7096,347,41,16167,0,0,0,0,0,"Разноцветный десерт",,,,,,,,"Разноцветный десерт",,,,,,,,0xFF01FE,2,0,0,0,98,
8071,923,41,12459,0,0,0,0,0,"Втеча джуджу",,,,,,,,"Втеча джуджу",,,,,,,,0xFF01FE,0,0,0,0,98,
4675,346,41,3772,0,0,0,0,0,"Сотворенная ключевая вода",,,,,,,,"Сотворенная ключевая вода",,,,,,,,0xFF01FE,2,0,0,0,99,
7034,347,41,33872,0,0,0,0,0,"Гострий стейк з талбука",,,,,,,,"Гострий стейк з талбука",,,,,,,,0xFF01FE,2,0,0,0,99,
8069,923,41,12455,0,0,0,0,0,"Жар джуджу",,,,,,,,"Жар джуджу",,,,,,,,0xFF01FE,0,0,0,0,99,
4676,346,41,5350,0,0,0,0,0,"Сотворенная вода",,,,,,,,"Сотворенная вода",,,,,,,,0xFF01FE,2,0,0,0,100,
7097,347,41,28112,0,0,0,0,0,"Плод подспорника",,,,,,,,"Плод подспорника",,,,,,,,0xFF01FE,2,0,0,0,100,
8067,923,41,11563,0,0,0,0,0,"Кристалл сили духа",,,,,,,,"Кристалл сили духа",,,,,,,,0xFF01FE,0,0,0,0,100,
4677,346,41,12003,0,0,0,0,0,"Темне дворфийское пиво",,,,,,,,"Темне дворфийское пиво",,,,,,,,0xFF01FE,2,0,0,0,101,
6694,347,41,5527,0,0,0,0,0,"Мидии по-гоблински",,,,,,,,"Мидии по-гоблински",,,,,,,,0xFF01FE,2,0,0,0,101,
8065,923,41,44331,0,0,0,0,0,"Еліксир швидкості блискавки",,,,,,,,"Еліксир швидкості блискавки",,,,,,,,0xFF01FE,0,0,0,0,101,
4678,346,41,19221,0,0,0,0,0,"""Особое Новолунное""",,,,,,,,"""Особое Новолунное""",,,,,,,,0xFF01FE,2,0,0,0,102,
7098,347,41,16766,0,0,0,0,0,"Шахтарська похлебка з моллюсков",,,,,,,,"Шахтарська похлебка з моллюсков",,,,,,,,0xFF01FE,2,0,0,0,102,
8064,923,41,44330,0,0,0,0,0,"Еліксир пробивания броні",,,,,,,,"Еліксир пробивания броні",,,,,,,,0xFF01FE,0,0,0,0,102,
4679,346,41,28284,0,0,0,0,0,"Текила дона Карлоса",,,,,,,,"Текила дона Карлоса",,,,,,,,0xFF01FE,2,0,0,0,103,
7099,347,41,12763,0,0,0,0,0,"Астралоплод Ун'Горо",,,,,,,,"Астралоплод Ун'Горо",,,,,,,,0xFF01FE,2,0,0,0,103,
8063,923,41,44329,0,0,0,0,0,"Еліксир майстерності",,,,,,,,"Еліксир майстерності",,,,,,,,0xFF01FE,0,0,0,0,103,
4680,346,41,32668,0,0,0,0,0,"Лос Огрос",,,,,,,,"Лос Огрос",,,,,,,,0xFF01FE,2,0,0,0,104,
7044,347,41,33048,0,0,0,0,0,"Тушеная форель",,,,,,,,"Тушеная форель",,,,,,,,0xFF01FE,2,0,0,0,104,
4681,346,41,17198,0,0,0,0,0,"Гоголь-моголь",,,,,,,,"Гоголь-моголь",,,,,,,,0xFF01FE,2,0,0,0,105,
7029,347,41,34756,0,0,0,0,0,"Котлета з змія з прянощами",,,,,,,,"Котлета з змія з прянощами",,,,,,,,0xFF01FE,2,0,0,0,105,
4682,346,41,4791,0,0,0,0,0,"Заколдованная вода",,,,,,,,"Заколдованная вода",,,,,,,,0xFF01FE,2,0,0,0,106,
7100,347,41,35949,0,0,0,0,0,"Тундровая ягода",,,,,,,,"Тундровая ягода",,,,,,,,0xFF01FE,2,0,0,0,106,
4683,346,41,32722,0,0,0,0,0,"Сироп з сока терошишки",,,,,,,,"Сироп з сока терошишки",,,,,,,,0xFF01FE,2,0,0,0,107,
7039,347,41,27656,0,0,0,0,0,"Закуска спорлингов",,,,,,,,"Закуска спорлингов",,,,,,,,0xFF01FE,2,0,0,0,107,
4684,346,41,29395,0,0,0,0,0,"Небесний мед",,,,,,,,"Небесний мед",,,,,,,,0xFF01FE,2,0,0,0,108,
7101,347,41,43001,0,0,0,0,0,"Завтрак розвідника",,,,,,,,"Завтрак розвідника",,,,,,,,0xFF01FE,2,0,0,0,108,
4685,346,41,18287,0,0,0,0,0,"Дурнопойло",,,,,,,,"Дурнопойло",,,,,,,,0xFF01FE,2,0,0,0,109,
7035,347,41,17222,0,0,0,0,0,"Павуча колбаска",,,,,,,,"Павуча колбаска",,,,,,,,0xFF01FE,2,0,0,0,109,
4686,346,41,28399,0,0,0,0,0,"Фильтрованная дренейская вода",,,,,,,,"Фильтрованная дренейская вода",,,,,,,,0xFF01FE,2,0,0,0,110,
7102,347,41,117,0,0,0,0,0,"Жесткая солонина",,,,,,,,"Жесткая солонина",,,,,,,,0xFF01FE,2,0,0,0,110,
4687,346,41,19299,0,0,0,0,0,"Ярмарочная шипучка",,,,,,,,"Ярмарочная шипучка",,,,,,,,0xFF01FE,2,0,0,0,111,
7103,347,41,34755,0,0,0,0,0,"Ніжний стейк з черпорога",,,,,,,,"Ніжний стейк з черпорога",,,,,,,,0xFF01FE,2,0,0,0,111,
4688,346,41,2594,0,0,0,0,0,"Кружка медовухи",,,,,,,,"Кружка медовухи",,,,,,,,0xFF01FE,2,0,0,0,112,
6868,347,41,4592,0,0,0,0,0,"Острозубый илистый луциан",,,,,,,,"Острозубый илистый луциан",,,,,,,,0xFF01FE,2,0,0,0,112,
4689,346,41,2593,0,0,0,0,0,"Фляга портвейна",,,,,,,,"Фляга портвейна",,,,,,,,0xFF01FE,2,0,0,0,113,
7104,347,41,29452,0,0,0,0,0,"Зангарская форель",,,,,,,,"Зангарская форель",,,,,,,,0xFF01FE,2,0,0,0,113,
4690,346,41,30457,0,0,0,0,0,"Гилнеасская шипучка",,,,,,,,"Гилнеасская шипучка",,,,,,,,0xFF01FE,2,0,0,0,114,
7045,347,41,36831,0,0,0,0,0,"Украденные ребрышки",,,,,,,,"Украденные ребрышки",,,,,,,,0xFF01FE,2,0,0,0,114,
4691,346,41,10841,0,0,0,0,0,"Чай з златошипа",,,,,,,,"Чай з златошипа",,,,,,,,0xFF01FE,2,0,0,0,115,
7105,347,41,27859,0,0,0,0,0,"Зангарские шляпки",,,,,,,,"Зангарские шляпки",,,,,,,,0xFF01FE,2,0,0,0,115,
4692,346,41,17402,0,0,0,0,0,"Зимовий ель Предков",,,,,,,,"Зимовий ель Предков",,,,,,,,0xFF01FE,2,0,0,0,116,
7040,347,41,23495,0,0,0,0,0,"Закуска з прыголапа",,,,,,,,"Закуска з прыголапа",,,,,,,,0xFF01FE,2,0,0,0,116,
4693,346,41,17196,0,0,0,0,0,"Праздничная выпивка",,,,,,,,"Праздничная выпивка",,,,,,,,0xFF01FE,2,0,0,0,117,
7030,347,41,17408,0,0,0,0,0,"Гострий бифштекс",,,,,,,,"Гострий бифштекс",,,,,,,,0xFF01FE,2,0,0,0,117,
4694,346,41,34411,0,0,0,0,0,"Горячий яблучний сидр",,,,,,,,"Горячий яблучний сидр",,,,,,,,0xFF01FE,2,0,0,0,118,
7106,347,41,34750,0,0,0,0,0,"Деликатес з змія",,,,,,,,"Деликатес з змія",,,,,,,,0xFF01FE,2,0,0,0,118,
4695,346,41,1179,0,0,0,0,0,"Льодяний молоко",,,,,,,,"Льодяний молоко",,,,,,,,0xFF01FE,2,0,0,0,119,
7036,347,41,8957,0,0,0,0,0,"Гребнеплавничный палтус",,,,,,,,"Гребнеплавничный палтус",,,,,,,,0xFF01FE,2,0,0,0,119,
4696,346,41,4595,0,0,0,0,0,"Екзотичне вино",,,,,,,,"Екзотичне вино",,,,,,,,0xFF01FE,2,0,0,0,120,
7107,347,41,21235,0,0,0,0,0,"Поджарка Зимового Покрову",,,,,,,,"Поджарка Зимового Покрову",,,,,,,,0xFF01FE,2,0,0,0,120,
4697,346,41,1205,0,0,0,0,0,"Дынный сок",,,,,,,,"Дынный сок",,,,,,,,0xFF01FE,2,0,0,0,121,
7031,347,41,34768,0,0,0,0,0,"Синя медуза з прянощами",,,,,,,,"Синя медуза з прянощами",,,,,,,,0xFF01FE,2,0,0,0,121,
4698,346,41,18288,0,0,0,0,0,"Вогняна вода",,,,,,,,"Вогняна вода",,,,,,,,0xFF01FE,2,0,0,0,122,
7108,347,41,21236,0,0,0,0,0,"Хліб Зимового Покрову",,,,,,,,"Хліб Зимового Покрову",,,,,,,,0xFF01FE,2,0,0,0,122,
4699,346,41,1645,0,0,0,0,0,"Сок луноягоды",,,,,,,,"Сок луноягоды",,,,,,,,0xFF01FE,2,0,0,0,123,
7041,347,41,16170,0,0,0,0,0,"Филе манты на пару",,,,,,,,"Филе манты на пару",,,,,,,,0xFF01FE,2,0,0,0,123,
4700,346,41,21721,0,0,0,0,0,"Місячне сяйво",,,,,,,,"Місячне сяйво",,,,,,,,0xFF01FE,2,0,0,0,124,
7109,347,41,21254,0,0,0,0,0,"Печиво Зимового Покрову",,,,,,,,"Печиво Зимового Покрову",,,,,,,,0xFF01FE,2,0,0,0,124,
4701,346,41,8766,0,0,0,0,0,"Славна ранкова роса",,,,,,,,"Славна ранкова роса",,,,,,,,0xFF01FE,2,0,0,0,125,
6869,347,41,42434,0,0,0,0,0,"Кусочек восхитительного торта",,,,,,,,"Кусочек восхитительного торта",,,,,,,,0xFF01FE,2,0,0,0,125,
4702,346,41,23848,0,0,0,0,0,"Горькая настойка Вартових Порожнечі",,,,,,,,"Горькая настойка Вартових Порожнечі",,,,,,,,0xFF01FE,2,0,0,0,126,
7110,347,41,21240,0,0,0,0,0,"Карамель Зимового Покрову",,,,,,,,"Карамель Зимового Покрову",,,,,,,,0xFF01FE,2,0,0,0,126,
4703,346,41,38432,0,0,0,0,0,"Штоппорский ель Чорної скелі",,,,,,,,"Штоппорский ель Чорної скелі",,,,,,,,0xFF01FE,2,0,0,0,127,
7046,347,41,33866,0,0,0,0,0,"Буреветчина",,,,,,,,"Буреветчина",,,,,,,,0xFF01FE,2,0,0,0,127,
4704,346,41,27860,0,0,0,0,0,"Очищенная дренейская вода",,,,,,,,"Очищенная дренейская вода",,,,,,,,0xFF01FE,2,0,0,0,128,
7111,347,41,13755,0,0,0,0,0,"Зимовий кальмар",,,,,,,,"Зимовий кальмар",,,,,,,,0xFF01FE,2,0,0,0,128,
4705,346,41,159,0,0,0,0,0,"Освежающая ключевая вода",,,,,,,,"Освежающая ключевая вода",,,,,,,,0xFF01FE,2,0,0,0,129,
7112,347,41,22324,0,0,0,0,0,"Зимняя кимчи",,,,,,,,"Зимняя кимчи",,,,,,,,0xFF01FE,2,0,0,0,129,
4706,346,41,21151,0,0,0,0,0,"Ром Ромси ""Чорний ярлык""",,,,,,,,"Ром Ромси ""Чорний ярлык""",,,,,,,,0xFF01FE,2,0,0,0,130,
6448,347,41,19301,0,0,0,0,0,"Альтеракский манный бисквит",,,,,,,,"Альтеракский манный бисквит",,,,,,,,0xFF01FE,2,0,0,0,130,
4707,346,41,21114,0,0,0,0,0,"Чорний ром Ромси",,,,,,,,"Чорний ром Ромси",,,,,,,,0xFF01FE,2,0,0,0,131,
6695,347,41,27666,0,0,0,0,0,"Палочки з золотій рибки",,,,,,,,"Палочки з золотій рибки",,,,,,,,0xFF01FE,2,0,0,0,131,
4708,346,41,20709,0,0,0,0,0,"Белый ром Ромси",,,,,,,,"Белый ром Ромси",,,,,,,,0xFF01FE,2,0,0,0,132,
7113,347,41,16169,0,0,0,0,0,"Печиво з диким рисом",,,,,,,,"Печиво з диким рисом",,,,,,,,0xFF01FE,2,0,0,0,132,
4709,346,41,29454,0,0,0,0,0,"Серебрянка",,,,,,,,"Серебрянка",,,,,,,,0xFF01FE,2,0,0,0,133,
6870,347,41,27635,0,0,0,0,0,"Стейк з рысятины",,,,,,,,"Стейк з рысятины",,,,,,,,0xFF01FE,2,0,0,0,133,
4710,346,41,2596,0,0,0,0,0,"Мех дворфийского портера",,,,,,,,"Мех дворфийского портера",,,,,,,,0xFF01FE,2,0,0,0,134,
7114,347,41,3771,0,0,0,0,0,"Рулька дикої свиньи",,,,,,,,"Рулька дикої свиньи",,,,,,,,0xFF01FE,2,0,0,0,134,
4711,346,41,3703,0,0,0,0,0,"Южнобережский портер",,,,,,,,"Южнобережский портер",,,,,,,,0xFF01FE,2,0,0,0,135,
6696,347,41,4539,0,0,0,0,0,"Золотисте яблоко",,,,,,,,"Золотисте яблоко",,,,,,,,0xFF01FE,2,0,0,0,135,
4712,346,41,29401,0,0,0,0,0,"Игристый сидр з Южнобережья",,,,,,,,"Игристый сидр з Южнобережья",,,,,,,,0xFF01FE,2,0,0,0,136,
7115,347,41,21552,0,0,0,0,0,"Полосатий желтохвост",,,,,,,,"Полосатий желтохвост",,,,,,,,0xFF01FE,2,0,0,0,136,
4713,346,41,32455,0,0,0,0,0,"Рыдание Зірок",,,,,,,,"Рыдание Зірок",,,,,,,,0xFF01FE,2,0,0,0,137,
6871,347,41,29394,0,0,0,0,0,"Хліб Лири",,,,,,,,"Хліб Лири",,,,,,,,0xFF01FE,2,0,0,0,137,
6942,346,41,1119,0,0,0,0,0,"Духи в бутылках",,,,,,,,"Духи в бутылках",,,,,,,,0xFF01FE,2,0,0,0,138,
7116,347,41,11951,0,0,0,0,0,"Плод кнутокорня",,,,,,,,"Плод кнутокорня",,,,,,,,0xFF01FE,2,0,0,0,138,
6872,347,41,27855,0,0,0,0,0,"Зерновой хлеб маг'харов",,,,,,,,"Зерновой хлеб маг'харов",,,,,,,,0xFF01FE,2,0,0,0,139,
6955,346,41,33444,0,0,0,0,0,"Едкая тюленья сыворотка",,,,,,,,"Едкая тюленья сыворотка",,,,,,,,0xFF01FE,2,0,0,0,139,
