long,long,float,float,float,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,
1411,0,794.762756348,-422.394012451,135.766891479,,,,,,,,,"Альтеракские горы - центральное кладбище",,,,,,,,0xFF01FE,
1416,1,7766.53369141,-4100.77148438,697.134155273,,,,,,,,,"Зимние Ключи, Кладбище ледопардов",,,,,,,,0xFF01FE,
1417,1,6619.87841797,-3542.39868164,681.872741699,,,,,,,,,"Зимние Ключи, Кладбище на перекрестке",,,,,,,,0xFF01FE,
1418,1,4460.23779297,-4287.69921875,917.646606445,,,,,,,,,"Ледяные Оковы, Кладбище Зловещего Шепота",,,,,,,,0xFF01FE,
1419,1,4320.15185547,-5574.72265625,121.979179382,,,,,,,,,"Азшара, Урсолан",,,,,,,,0xFF01FE,
1420,1,3203.82299805,-4947.18261719,157.752456665,,,,,,,,,"Азшара, Одинокая вершина",,,,,,,,0xFF01FE,
1421,1,-1439.21008301,1972.73571777,85.7449417114,,,,,,,,,"Пустоши, Застава Скитающихся Духов",,,,,,,,0xFF01FE,
1422,1,-1783.5123291,2857.26757813,56.6693992615,,,,,,,,,"Пустоши, Побережье Сар'Терис",,,,,,,,0xFF01FE,
1423,1,-1967.22229004,1723.91088867,61.6667556763,,,,,,,,,"Пустоши, Поле Маннорок",,,,,,,,0xFF01FE,
1424,1,-1553.22570801,981.848632813,90.2897949219,,,,,,,,,"Пустоши, Деревня Маграм",,,,,,,,0xFF01FE,
1425,1,-481.844299316,1221.73706055,97.3062286377,,,,,,,,,"Пустоши, Засада на дороге",,,,,,,,0xFF01FE,
1426,1,2928.99194336,380.251098633,91.6667098999,,,,,,,,,"Ясеневый лес, Святилище Эссины",,,,,,,,0xFF01FE,
1427,1,2291.29907227,-1731.7076416,118.358856201,,,,,,,,,"Ясеневый лес, Ночная Песня",,,,,,,,0xFF01FE,
1428,1,1284.3404541,-298.896148682,5.5089430809,,,,,,,,,"Когтистые горы, Утес Ветрорезов",,,,,,,,0xFF01FE,
1429,1,1698.12585449,1043.75061035,148.29145813,,,,,,,,,"Когтистые горы, Мутное озеро",,,,,,,,0xFF01FE,
1430,1,161.386291504,-1693.85754395,93.551612854,,,,,,,,,"Степи, Забытые пруды",,,,,,,,0xFF01FE,
1431,1,790.062194824,-2541.62597656,91.6666641235,,,,,,,,,"Степи, Северное кладбище",,,,,,,,0xFF01FE,
1432,1,-1887.98657227,-3055.97192383,91.6666641235,,,,,,,,,"Степи, Земли Ящеров",,,,,,,,0xFF01FE,
1433,1,-1480.13208008,-2143.87280273,92.8206253052,,,,,,,,,"Степи. Центральное кладбище",,,,,,,,0xFF01FE,
1434,1,271.838287354,-3313.75537109,56.0266304016,,,,,,,,,"Степи, Восточное кладбище",,,,,,,,0xFF01FE,
1435,1,-2725.16186523,-1115.48693848,20.1479587555,,,,,,,,,"Мулгор, Юго-восточное кладбище",,,,,,,,0xFF01FE,
1436,1,-1171.50231934,-1129.93688965,27.8667049408,,,,,,,,,"Мулгор, Красные скалы",,,,,,,,0xFF01FE,
1437,1,-5361.54541016,-2363.08789063,-37.3920173645,,,,,,,,,"Тысяча Игл, Застава Вольного Ветра",,,,,,,,0xFF01FE,
1438,1,-6115.80712891,-3849.17138672,-58.7500534058,,,,,,,,,"Тысяча Игл, Виражи на Миражах",,,,,,,,0xFF01FE,
1439,1,-9044.89941406,-2721.87817383,37.3755950928,,,,,,,,,"Танарис, Юго-западное кладбище",,,,,,,,0xFF01FE,
1440,1,-7753.640625,-3009.76074219,42.0978813171,,,,,,,,,"Танарис, Безбрежные пески",,,,,,,,0xFF01FE,
1441,1,-5526.86181641,1450.52258301,23.8920631409,,,,,,,,,"Фералас, Руины Исильдиэна",,,,,,,,0xFF01FE,
1442,1,-4336.89257813,-383.39151001,36.529800415,,,,,,,,,"Фералас, Низинные чащобы",,,,,,,,0xFF01FE,
1443,1,-3332.46972656,2276.88891602,27.5593605042,,,,,,,,,"Фералас, Два Колосса",,,,,,,,0xFF01FE,
1444,1,-7967.79150391,784.501647949,-1.01431798935,,,,,,,,,"Силитус, Улей Регал",,,,,,,,0xFF01FE,
1445,1,-7051.92480469,1290.27282715,5.88542795181,,,,,,,,,"Силитус, Сумеречный лагерь",,,,,,,,0xFF01FE,
1446,0,-1343.2623291,-2046.72570801,70.6732788086,,,,,,,,,"Нагорье Арати, Стромгард",,,,,,,,0xFF01FE,
1447,0,-898.725952148,-1473.56311035,58.080329895,,,,,,,,,"Предгорья Хилсбрада, Стена Торадина",,,,,,,,0xFF01FE,
1448,0,3118.50610352,-4803.99902344,101.63079071,,,,,,,,,"Восточные Чумные земли, Северный Дол",,,,,,,,0xFF01FE,
1449,0,3339.80249023,-3229.78466797,142.812637329,,,,,,,,,"Восточные Чумные земли, Стратхольм",,,,,,,,0xFF01FE,
1450,0,2208.66479492,-2923.05664063,107.929580688,,,,,,,,,"Восточные Чумные земли, Западное кладбище",,,,,,,,0xFF01FE,
1451,0,2663.41186523,-1725.17297363,123.889137268,,,,,,,,,"Западные Чумные земли, Дольный Очаг",,,,,,,,0xFF01FE,
1452,0,-577.413696289,118.942169189,53.745967865,,,,,,,,,"Предгорья Хилсбрада, Хилсбрадские поля",,,,,,,,0xFF01FE,
1453,0,581.796630859,-3827.56958008,119.914710999,,,,,,,,,"Внутренние земли, Серадан",,,,,,,,0xFF01FE,
1454,0,-192.386825562,-3043.90332031,120.136352539,,,,,,,,,"Внутренние земли, Шадра'Алор",,,,,,,,0xFF01FE,
1455,0,-2953.30493164,-1758.10290527,9.41315555573,,,,,,,,,"Болотина, Закатное болото",,,,,,,,0xFF01FE,
1456,0,-3979.8046875,-2848.51269531,12.4631052017,,,,,,,,,"Болотина, Южная дорога",,,,,,,,0xFF01FE,
1457,0,-3343.09765625,-3424.85961914,64.4794158936,,,,,,,,,"Болотина, Гряда Ящеров",,,,,,,,0xFF01FE,
1458,0,-13325.5224609,153.600662231,17.6298751831,,,,,,,,,"Тернистая долина, Арена Гурубаши",,,,,,,,0xFF01FE,
1459,0,-12547.1503906,-586.239257813,39.529460907,,,,,,,,,"Тернистая долина, Центральное кладбище",,,,,,,,0xFF01FE,
1460,0,-12001.2412109,429.748687744,2.94540095329,,,,,,,,,"Тернистая долина, Гибельный берег",,,,,,,,0xFF01FE,
1461,0,-10839.2333984,-480.764221191,42.4602203369,,,,,,,,,"Сумеречный лес, Центральное кладбище",,,,,,,,0xFF01FE,
1462,0,-11218.6552734,1711.24572754,39.0291061401,,,,,,,,,"Западный Край, Холмы Разбойничьих Кинжалов",,,,,,,,0xFF01FE,
1463,0,-9980.25390625,1758.07592773,37.0801277161,,,,,,,,,"Западный Край, Бескрайний берег",,,,,,,,0xFF01FE,
1464,0,-11806.5947266,-2962.69067383,7.65219593048,,,,,,,,,"Выжженные земли, Темный портал",,,,,,,,0xFF01FE,
1465,0,-10320.0849609,-4121.20654297,22.3549556732,,,,,,,,,"Болото Печали, Озеро Слез",,,,,,,,0xFF01FE,
1466,0,-10347.1699219,-2585.02832031,23.5990715027,,,,,,,,,"Болото Печали, Развилка Расщепленного Копья",,,,,,,,0xFF01FE,
1467,0,-9473.00390625,-3009.03222656,134.825286865,,,,,,,,,"Красногорье, Крепость Каменной Стражи",,,,,,,,0xFF01FE,
1468,0,-9564.74023438,-605.881958008,58.4409255981,,,,,,,,,"Элвиннский лес, Башня Азоры",,,,,,,,0xFF01FE,
1469,0,-7923.56347656,-1353.22509766,134.078735352,,,,,,,,,"Пылающие степи, Черная гора",,,,,,,,0xFF01FE,
1470,0,-7987.49316406,-2370.20874023,123.923149109,,,,,,,,,"Пылающие степи, Восточное кладбище",,,,,,,,0xFF01FE,
1471,0,-5382.64501953,36.6650924683,395.442230225,,,,,,,,,"Дун Морог, Заледеневшее озеро",,,,,,,,0xFF01FE,
1472,0,-5475.1796875,-1845.84399414,399.785705566,,,,,,,,,"Дун Морог, Восточная дорога",,,,,,,,0xFF01FE,
1473,0,-5329.97558594,-3779.3347168,310.21383667,,,,,,,,,"Лок Модан, Озеро Лок",,,,,,,,0xFF01FE,
1474,571,5463.84375,2840.6796875,418.675079346,,,,,,,,,"Ледяные Оковы, Кладбище крепости (интерьер)",,,,,,,,0xFF01FE,
1476,1,-103.291893005,-694.410461426,4.24111795425,,,,,,,,,"Когтистые горы, юго-восточное кладбище",,,,,,,,0xFF01FE,
1477,571,4680.72216797,51.0166549683,73.2117004395,,,,,,,,,"Драконий Погост, кладбище Порочных Кристаллов",,,,,,,,0xFF01FE,
1478,571,8466.04882813,450.370239258,596.071777344,,,,,,,,,"Ледяная Корона, Кладбище Серебряного турнира",,,,,,,,0xFF01FE,
1480,628,635.385437012,-279.657989502,11.383605957,,,,,,,,,"Icecrown BG - GY - Docks",,,,,,,,0xFF01FE,
1481,628,774.178833008,-1094.28125,135.412811279,,,,,,,,,"Icecrown BG - GY - Airport",,,,,,,,0xFF01FE,
1482,628,774.838562012,-660.21875,8.88467788696,,,,,,,,,"Icecrown BG - GY - Workshop",,,,,,,,0xFF01FE,
1483,628,455.206604004,-314.59375,50.9909667969,,,,,,,,,"Icecrown BG - GY - Alliance Default",,,,,,,,0xFF01FE,
1484,628,1141.48962402,-1226.22229004,14.9472723007,,,,,,,,,"Icecrown BG - GY - Horde Default",,,,,,,,0xFF01FE,
1485,628,278.355895996,-876.965270996,48.9162597656,,,,,,,,,"ПБ Ледяной Короны - кладбище - крепость Альянса",,,,,,,,0xFF01FE,
1486,628,1302.60412598,-814.651062012,48.9162940979,,,,,,,,,"ПБ Ледяной Короны - кладбище - крепость Орды",,,,,,,,0xFF01FE,
1493,1,-647.206604004,-1118.61291504,211.597991943,,,,,,,,,"Степи, Застава Чести",,,,,,,,0xFF01FE,
1681,1,-4556.27978516,-3599.43994141,41.3194999695,,,,,,,,,"Пылевые топи, Драконьи топи",,,,,,,,0xFF01FE,
1682,571,6447.48681641,2060.85595703,564.030334473,,,,,,,,,"Ледник Ледяной Короны, Цитадель: кладбище",,,,,,,,0xFF01FE,
1683,580,1620.94616699,624.701416016,32.8967895508,,,,,,,,,"Вход в Солнечный Колодец - Кель'Делар",,,,,,,,0xFF01FE,
1691,0,-13205.5732422,272.703125,21.8570690155,,,,,,,,,"AAA - Arena (Dev Test)",,,,,,,,0xFF01FE,
1720,571,2585.82543945,-5808.93066406,296.196960449,,,,,,,,,"Ревущий фьорд, Кладбище Ледяного Клинка",,,,,,,,0xFF01FE,
