long,str,
26698,"Знамя Срібного Світанку",
26699,"Лютий барабанч",
26700,"Фалдорф Лютостуж",
26701,"Вершник на грифоне з Багряного ордену",
26702,"Тор Громыхала",
26703,"Бруннхильдарская наблюдательница",
26704,"Ульдуарский монитор",
26705,"Розвідник клану Примарного Місяця",
26706,"Валь'кира-воїтелька",
26707,"Вальгардский всадник на грифоне",
26708,"""Wisp, Ghost Mount""",
26709,"Тереза Вульф",
26710,"Примарний череп",
26711,"Прожорливая акула",
26712,"Джесси Мастерс",
26713,"Протодракон Кола Хильд",
26714,"Древняя коралловая черепаха",
26715,"Телепорт в Кам'яні зали",
26716,"Селянин Уну'пе",
26717,"Бруннхильдарская воїтелька",
26718,"Бруннхильдарский военный ведмідь",
26719,"Прибрежный крепкозуб",
26720,"Бруннхильдарская наездница на драконі",
26721,"Захватчик з Гарма",
26722,"Бруннхильдарская ратница",
26723,"Оледенелый землегнев",
26724,"Пожар в лігві",
26725,"Сталешерстный мамонт",
26726,"Спокойный мамонт",
26727,"Щенок з стаи Яростного Кігтя",
26728,"Парящий диск",
26729,"Повелитель нексуса",
26730,"Потомок вечности",
26731,"Реджек",
26732,"Солдат з Багряного ордену Proxy",
26733,"Спустошувач з племені Шаленого Серця",
26734,"Срібний том",
26735,"Вождь Яростный Кіготь",
26736,"Тимоти Джонс",
26737,"Бруннхильдарский верховий ведмідь",
26738,"Бруннхильдарская укротительница ведмедів",
26739,"K-3 Снегоход",
26740,"Дух Кетц'лун",
26741,"Земельник-захисник",
26742,"Дух дождя",
26743,"Горожанин Нового Авалона Proxy",
26744,"Бруннхильдарская пленница",
26745,"Неупокоенный дворф з клану Зиморожденных",
26746,"Эрит Примроуз",
26747,"Владоф М'ясник",
26748,"Ниффелемский прародитель",
26749,"Герцог Валленхол",
26750,"Сторожова гармата K-3",
26751,"Земельник-вартовий каменів",
26752,"Земельник-дворф",
26753,"Земельник-гвардеец",
26754,"Король Галдор",
26755,"Милдред Жестокая",
26756,"Ворота коло вівтаря Кетц'лун",
26757,"Шаман стихій з стаи Яростного Кігтя",
26758,"Мисливець з стаи Яростного Кігтя",
26759,"Валькирионская гарпунная гармата",
26760,"Земельник-вартовий-наглядач",
26761,"Стрімкий синій верховий грифон",
26762,"Пойманный волчер з стаи Яростного Кігтя",
26763,"Вязкая слюна вурдалака",
26764,"Вчений-аптекар",
26765,"Ветролет Бранна",
26766,"Рабочий Сапфирного улья",
26767,"Бойовий ведмідь Кола Хильд",
26768,"Наездница на медведе Кола Хильд",
26769,"Генерал Погибель Світла",
26770,"Живое колдунство",
26771,"Наездница на драконі Кола Хильд",
26772,"Ньормельд",
26773,"Берсерк з стаи Яростного Кігтя",
26774,"Убитый троль з племені Драккари",
26775,"Наксрамасский конь смерті",
26776,"Земельник-железоруб",
26777,"Верховая черепаха клыкарров",
26778,"Земельник-приборкувач жормунгаров",
26779,"Опутанный лицар",
26780,"Зом Боком",
26781,"Костолом K-3",
26782,"Інструктор Разувий",
26783,"Гоблін-механик",
26784,"Розвідниця Нисстина",
26785,"Фантомный мамонт",
26786,"Анжелика Батлер",
26787,"Вершник на грифоне з Багряного Натиска",
26788,"Прикованное поганище",
26789,"Темна всадница Арли",
26790,"Льодяної дракон",
26791,"Раненый земельник-захисник",
26792,"Пленный шпион Уступа Смерті",
26793,"Даларанська сточная крыса",
26794,"Оракул Су-ни",
26795,"Ветролет Зака",
26796,"Блакитний убийца магів",
26797,"Верховний адмирал Західний Вітер",
26798,"Воєначальник Арени Доблесті",
26799,"Валь'кира-вершительница судеб",
26800,"Молотоглав",
26801,"Ездовая медведица-матриарх ледочревов",
26802,"""Рассекатель облаков """"Приборкувача Небес""""""",
26803,"Верховний друїд Лилиандра",
26804,"Даларанська сточная черепаха",
26805,"Олут Пивобрюх",
26806,"Небесний коготь Драконового Спокою",
26807,"Невідомий голос",
26808,"Завойовник небес Корм Чорний Шрам",
26809,"Конь смерті Ривендера",
26810,"Холодок",
26811,"Гноящийся труп",
26812,"Жах пустки",
26813,"Безсмертний слуга",
26814,"Злокозненный некромант",
26815,"Корпой Осквернений",
26816,"Воїн Льодяної Пустки",
26817,"Видавший види ветролет",
26818,"Арзо Тихолет",
26819,"Завойовник небес Клум",
26820,"Вогняний загробник",
26821,"Воитель клану Пісні Війни",
26822,"Воитель експедиції Відважних",
26823,"Загробник тьми",
26824,"Загробник води",
26825,"Благословенное знамя Авангарду знищено!\nПлеть одержала перемогу!",
26826,"Пустулезный жах",
26827,"Неповоротливое поганище",
26828,"Гниюча тварь",
26829,"Льодяної вурдалак",
26830,"Штурмовой грифон-скелет",
26831,"V",
26832,"Мьординский волхв води",
26833,"Аура неуязвимости",
26834,"Загробник повітря",
26835,"Загробник землі",
26836,"Верховий грифон-скелет",
26837,"Агрессивный упырь",
26838,"Слуга Ходіра",
26839,"Офицер-стратег Килрат",
26840,"Эйдолонский наблюдатель",
26841,"Халефнир Дитя Вітри",
26842,"Проголодавшийся чумний пес",
26843,"Сапф",
26844,"Наблюдатель Хаоса",
26845,"Масуд",
26846,"Облако золы",
26847,"Равнинный мамонт",
26848,"Ездовое тварину в стійлах",
26849,"Лавовая гончая",
26850,"Отец Камарос",
26851,"Убегающий солдат Альянсу",
26852,"Умирающий солдат",
26853,"Ветеран Чорного Клинка",
26854,"Раб саронитовой шахти",
26855,"Избранный воитель",
26856,"Оживленное поганище",
26857,"Гьоннер Безжальний",
26858,"Отец Джадрас",
26859,"Талла",
26860,"Бронированная приманка",
26861,"Магистр Бразайл",
26862,"Проекція центрифужного создания",
26863,"Проекція посланницы з роду Безкінечності",
26864,"Генесс Полдуши",
26865,"Звір мисливця в стійлах",
26866,"Гном-ныряльщик",
26867,"Инфразеленый розпорядник перельотів",
26868,"Безликий скрытень",
26869,"Офицер-стратег Абрамис",
26870,"Джейрвиф",
26871,"Саронитовый ваятель",
26872,"Индаламарские нагороди за емблеми доблесті",
26873,"Кориалстраз",
26874,"Инфразеленый бомбардировщик Альянсу",
26875,"Неповоротливая громада",
26876,"Коммандо Фортеці Відваги",
26877,"Хира Снежный Закат",
26878,"Гармата Пісні Війни",
26879,"Кровосмерч",
26880,"Саботажник з клану Загартованих Бурею",
26881,"Прожорливый вурдалак",
26882,"Рыскатель Склепа Тіней",
26883,"Чумное Копито",
26884,"Захисник Чорного Клинка",
26885,"Мертвый солдат Альянсу",
26886,"Телепорт в Зали Блискавок",
26887,"Бойовий конь лицаря смерті",
26888,"Прыгобот Громобаха",
26889,"Тексал Холод Смерті",
26890,"Фраззл Зуботеска",
26891,"Рокси Ракетокрыл",
26892,"Рими Хладочудо",
26893,"Налетчик Пісні Війни",
26894,"Верховний маг Тимир",
26895,"Сержант Крегга",
26896,"Крилатий захисник Чорного Клинка",
26897,"Стерв'ятник-мисливець",
26898,"Герцо Тихолет",
26899,"Чародей Баладриэль",
26900,"Врайкул-некролорд",
26901,"Нефтяное пятно",
26902,"Воскреситель драконів",
26903,"Магистр Саремвир",
26904,"Уда Зверюга",
26905,"Сокольничий гнилі",
26906,"Присутствие Древнего Бога",
26907,"Магистр Ламбрисса",
26908,"Адепт лицарів смерті",
26909,"Наблюдатель цитаделі",
26910,"Капітан Кендалл",
26911,"Прыгобот Зуботески",
26912,"""Командир отряда з """"Приборкувача Небес""""""",
26913,"Лордеронский рядовой солдат",
26914,"Щедрый лидер",
26915,"Резчик-по-живому",
26916,"Имирхеймский гарпун",
26917,"Агрессор Склепа Тіней",
26918,"Чародейка Ивренна",
26919,"Дружній даларанский гладіатор",
26920,"Проекція хранителя енергії Ерегоса",
26921,"Проекція короля Імірона",
26922,"Проекція Мал'Ганиса",
26923,"Проекція Сьоннира Литейщика",
26924,"Проекція Ануб'арака",
26925,"Проекція вісника Волажа",
26926,"Древній вартовий",
26927,"Атан",
26928,"Кор'кронский секретный агент",
26929,"Льодяної мамонт",
26930,"Ледотленный волхв",
26931,"Кор'кронский командир отряда",
26932,"Зидорму",
26933,"Воєнний інженер Бича",
26934,"Проекція Пророка Тарон'джа",
26935,"Наргут",
26936,"Великий льодяною мамонт",
26937,"Карен Нет",
26938,"Стрімкий мідний болид",
26939,"Наглядач Фэдрис",
26940,"Шокавис",
26941,"Ванатан",
26942,"Кунги",
26943,"Обращенный герой",
26944,"Восстановленный руйнівник",
26945,"Инфразеленый бомбардировщик Орди",
26946,"Риззи Храпокрутка",
26947,"Дворфский хранитель душ",
26948,"Чорний бойовий мамонт",
26949,"Темний проповедник Р'кхем",
26950,"Асрик",
26951,"Знаменосец Бича",
26952,"Чародей Брэдин",
26953,"Льодяної дракончик",
26954,"Элдрет",
26955,"Рит",
26956,"Зламаний руйнівник",
26957,"Руках",
26958,"Танайка",
26959,"Избранный фанатик",
26960,"Озлобленный вурдалак",
26961,"Искоренитель з роду Безкінечності",
26962,"Проекція Керистразы",
26963,"Кит'рикс Темний Повелитель",
26964,"Командир наземных військ Куп",
26965,"Восставший солдат Альянсу",
26966,"Проекція Гал'дара",
26967,"Избранный воїн Імірхейма",
26968,"Проекція Сінагоси",
26969,"Оживленный шахтер",
26970,"Абсалан Благочестивый",
26971,"Сдерживающий кристал",
26972,"Великий караванный мамонт",
26973,"""Секретный агент з """"Приборкувача Небес""""""",
26974,"Оживленный работник",
26975,"Надсмотрщик культу",
26976,"Ваятельница стихій з клану Ямиржар",
26977,"Костяной вартовий",
26978,"Горгулья-душительница",
26979,"Проекція берсерка клану Ямиржар",
26980,"Убегающий солдат Орди",
26981,"Дикий протодракон",
26982,"Льодяної кістяної лорд",
26983,"Скелет-ремесленник",
26984,"Лоскутный громила",
26985,"Пилот бомбардировщика Альянсу",
26986,"Избитый пленник",
26987,"Злобный мучитель",
26988,"Кор'кронский пехотинец",
26989,"Борейский мармот",
26990,"Мусорный упырь",
26991,"""Заградительная гармата """"Приборкувача Небес""""""",
26992,"Араккоа-когтестраж",
26993,"Лорд Порожнечі",
26994,"Вартовий Корп'ретара",
26995,"Командир наземных військ Ксутья",
26996,"Жорстокий надзиратель",
26997,"Кор'кронская заградительная гармата",
26998,"Дарин Ладноскрой",
26999,"Маршал Ивалий",
27000,"Брат Келтан",
27001,"Умирающий берсерк",
27002,"Тан Банахогг",
27003,"Льодяної небесный коготь",
27004,"Верховний маг-скелет",
27005,"Павший повелитель павуків",
27006,"Призрачное Крыло",
27007,"Надежный мідний болид",
27008,"Штейгер Талдрин",
27009,"Зашитник Імірхейма",
27010,"Детеныш льодяних драконів",
27011,"Некротический вязальщик",
27012,"Нетопырь Скверни Хеб'Драккара",
27013,"Темний поработитель",
27014,"Озлобленный посвященный",
27015,"Замаскированный лицар",
27016,"Кор'кронский пилот транспорта",
27017,"Дух полеглого героя",
27018,"Зруйнована бойова машина",
27019,"Спасательное судно Орди",
27020,"Наглядач осколків-сектант",
27021,"Старий кристальный древень",
27022,"Темний вартовий культу",
27023,"Віллі Можливо",
27024,"Скворчонок",
27025,"Парове хмару",
27026,"Инфразеленый інженер Альянсу",
27027,"Чародей Передрис",
27028,"Вибух Громобах",
27029,"Льодяної караульный",
27030,"""Пилот транспорта """"Приборкувача Небес""""""",
27031,"Вартовий Експедиції Відважних",
27032,"Проповедник Бича",
27033,"Красный ездовой дракон",
27034,"Сеятель гнилі Бича",
27035,"Подозрительный Сер'джи",
27036,"Алхимик культу",
27037,"Капітан бомбардиров",
27038,"Уставший маг",
27039,"Неудавшийся эксперимент",
27040,"Меднолобый найманець",
27041,"Джонни Так",
27042,"Зиндрагоса",
27043,"Кибли Килогерц",
27044,"Стрімкий даларанский скакун",
27045,"Освобожденный потомок",
27046,"Жива чума",
27047,"Сумасшедший выживший з села Инду'ле",
27048,"Лицар Дамерон",
27049,"Кам'яний вартовий Мукар",
27050,"Житель Даларану",
27051,"Скелет-разоритель",
27052,"Фумблуб Ветрозуб",
27053,"Неудачка",
27054,"Тотем кільця вогню IX",
27055,"Чародей Адурин",
27056,"""Пехотный транспорт """"Приборкувача Небес""""""",
27057,"Мимбихи",
27058,"Марселла Блум",
27059,"Лицар-капітан Дрош",
27060,"Отсеченная голова Гнилесса",
27061,"Беспокойный потомок",
27062,"Завойовник Давос Риот",
27063,"Чешуеклят-гвардеец",
27064,"Герцогиня Минкс",
27065,"Малахофф",
27066,"Хранитель душ таунка",
27067,"Великий чорний бойовий мамонт",
27068,"Часовой Зул'драка",
27069,"Посвященный Чорного Клинка",
27070,"Вчений культу",
27071,"Тикающая часовая бомба",
27072,"Наглядач Вераж",
27073,"Вигдис Воїтелька",
27074,"Наставник Немезиды верховного лорда",
27075,"Некрополь Крижаної Корони",
27076,"Гниллий Древній",
27077,"Проклятий аптекар",
27078,"Надсмотрщик Джакон",
27079,"Разжиревший чумный хробак",
27080,"Лицар смерті Бича",
27081,"Сектант-осквернитель",
27082,"Спасательное судно Альянсу",
27083,"Ледорог",
27084,"Вартовий Пісні Війни",
27085,"Чорний лицар",
27086,"Верховний призыватель духів Базалет",
27087,"Караульный Алдур'тара",
27088,"Перобас Кровожерливий",
27089,"Скокирис",
27090,"Сточная лягушка",
27091,"Честер Медноковш",
27092,"Костяной вартовий",
27093,"""Піхотинець """"Приборкувача Небес""""""",
27094,"Темний посланник",
27095,"Пилот бомбардировщика Орди",
27096,"Кортегос",
27097,"Бомбардировочный пехотинец",
27098,"Корастраза",
27099,"Временной змій",
27100,"Разъяренный плотерез",
27101,"Яйцо синього дракона",
27102,"Крокодил Клоаки",
27103,"Брейг Пивобород",
27104,"Зелений протодракон",
27105,"Провозвестник жаху",
27106,"Гигантская сточная крыса",
27107,"Магистр Сурдиэль",
27108,"Нарушитель часу з роду Безкінечності",
27109,"Наглядач Саврин",
27110,"Алумет Восходящий",
27111,"Блакитний ловець",
27112,"Матриарх льодяних драконів",
27113,"Важкий мідний болид",
27114,"Эфириал-торговець ветром",
27115,"Нерубский король підземель",
27116,"""Воздухоплаватель """"Приборкувача Небес""""""",
27117,"Гримкор Злобный",
27118,"Душеплет Бича",
27119,"Золотой воїн",
27120,"Зелений маг",
27121,"Золотая жриця",
27122,"Минзи Минкс",
27123,"Тюкмут",
27124,"Афсане Асрар",
27125,"Мато",
27126,"Лордеронский капітан",
27127,"Хамака",
27128,"Стивен Коттер",
27129,"Верховний лорд Багряного Натиска Дайон",
27130,"Аотона",
27131,"Король Круш",
27132,"Даларанський ребенок",
27133,"Танцующий рунический клинок",
27134,"Дирки",
27135,"Локе'нахак",
27136,"Броньований белоснежный грифон",
27137,"Кристи Стоктон",
27138,"Позичена мітла",
27139,"Машина Долини потерянной надежды",
27140,"Упырь Чорного Клинка",
27141,"Горгулья Чорного Клинка",
27142,"Хлюп",
27143,"Абоба",
27144,"Игрушечная заводная горилла",
27145,"Джадаар",
27146,"Костяной павук",
27147,"Гара Череполом",
27148,"Превращенная чорна кішка",
27149,"Варгул-мандрівник",
27150,"Полуразложившийся вурдалак",
27151,"Мирагоса",
27152,"Валгардский пленный",
27153,"Сирейна Костерез",
27154,"Селагоса",
27155,"Лайра Златовар",
27156,"Умбива",
27157,"Пустулезный колосс",
27158,"Воздаятель Чорного Клинка",
27159,"Конь смерті Бича",
27160,"Эфирная сфера",
27161,"Валь'кира-руководительница",
27162,"Григен",
27163,"Хранитель мудрості Золлингер",
27164,"Офицер-логистик Сильверстоун",
27165,"Зелений воїн",
27166,"Принц Артас Менетил",
27167,"Сандра Бартан",
27168,"Зловещее хмару",
27169,"Ирагос",
27170,"Гроклар",
27171,"Служитель культу",
27172,"Никси Вогняний Кіготь",
27173,"Зелений паладин",
27174,"Золотой шаман",
27175,"Золотой маг",
27176,"Зелений жрець",
27177,"Койра Длинное Ружье",
27178,"Эксперементальный інженер Теззла",
27179,"Анигос",
27180,"Верн",
27181,"Терагос",
27182,"Араккоа-ветроход",
27183,"Инфразеленый інженер Орди",
27184,"Балакун",
27185,"Чародей Скверни Вирим",
27186,"Офицер-логистик Брайтон",
27187,"Танак",
27188,"Кров вартового Зар'ши",
27189,"Розвідник Зар'ши",
27190,"Лицар-лейтенант Місячний Удар",
27191,"Капрал Місячний Удар",
27192,"Костяной великан",
27193,"Воєнний маг Лукемс",
27194,"Иллюзионистка Карина",
27195,"Лофвир Ле Цвет",
27196,"Метопиус Летописец",
27197,"Дорфус Альфамаг",
27198,"Джобоба Мезолом",
27199,"Алхимик Бурроуз",
27200,"Переписчик Витман",
27201,"Полководец Хорк Крутобров",
27202,"Маргрейв Дакар",
27203,"Верховний маг Джон Николас",
27204,"Баронесса Зилджия",
27205,"Верховний маг Риум",
27206,"Кудесник Вейнхаус",
27207,"Бакор Неуклюжий",
27208,"Табита",
27209,"Спинокус",
27210,"Чародей Гинсберг",
27211,"Небостраза",
27212,"Чорний летающий киражский бойовий танк",
27213,"Детеныш кобры",
27214,"Бойовий конь Хансена",
27215,"Палаюча ненависть",
27216,"Ковер-літак",
27217,"Дрикс Злобноверт",
27218,"Гармата Альянсу на Березі Древніх №1",
27219,"Еми",
27220,"Блистательный Мерло",
27221,"Линда Анна Жаросвет",
27222,"Дизидра Величие Бурі",
27223,"Альфред Бэрриморт",
27224,"Швидкий килим-літак з чароткани",
27225,"Капер Зергут",
27226,"Вирт Всезнайка",
27227,"Печаль",
27228,"Златолилия Светлопад",
27229,"Амера Скай",
27230,"Верховний полководец Уро",
27231,"Убитый солдат Альянсу",
27232,"Наглядач-лицар смерті",
27233,"Жнець Чорного Клинка",
27234,"Великий колдун Оходо",
27235,"Кэт Подсолнух",
27236,"Пенгу",
27237,"Гость Даларану",
27238,"Геодезист Хансен",
27239,"Моджодишу",
27240,"Горький",
27241,"Израненный даларанский дозорний",
27242,"Сегаседи",
27243,"Колин",
27244,"Поганище Склепа Тіней",
27245,"Сайрен",
27246,"Тундровий мамонт мандрівника",
27247,"Хрустальный ветвеплет",
27248,"Дружній даларанский волшебник",
27249,"Магистр Фейрина",
27250,"Гриндл Огнеискр",
27251,"Натали Букинлер",
27252,"Труп полеглого ворга",
27253,"Галвдан",
27254,"Образ волчера",
27255,"Виллард Бловельт",
27256,"Посетитель приемной",
27257,"Верховний маг Тенаж",
27258,"Халга Сталевал",
27259,"Сейделин Белый Світанок",
27260,"Линзи Рыжехмыл",
27261,"Виолетта",
27262,"Геффон Непокорный",
27263,"Гармата Орди на Березі Древніх №2",
27264,"Туфф Кровокопыт",
27265,"Кор'кронский пехотный транспорт",
27266,"Браммольд Глубоковод",
27267,"Ездовой чорний мамонт",
27268,"Прыгобот Зуботеса",
27269,"Ваш труп",
27270,"Бимбл Искропалец",
27271,"Либби Водяное Колесо",
27272,"Швидкий килим-літак з тенеткани",
27273,"Хакмуд з Аргуса",
27274,"Гнимо",
27275,"""Разведывательный истребитель """"Приборкувача Небес""""""",
27276,"Белый скворчонок",
27277,"Себастьян Крейн",
27278,"Сайрук",
27279,"Израненный даларанский заступник",
27280,"Израненный даларанский вартовий зі щитом",
27281,"Израненный даларанский змій",
27282,"Филя",
27283,"Ловчая Грімкора",
27284,"Сабриана Мрачновзор",
27285,"Нарестел Блеклая Звезда",
27286,"Астральная мисливиця Кула",
27287,"Джуванамана",
27288,"Воєнний маг Мумплина",
27289,"Калдер",
27290,"Чаротворец Тіней",
27291,"Капер Камнегрив",
27292,"Жуткий капітан Винж",
27293,"""Жуткий капітан """"Плесень"""" Надю""",
27294,"Бойова машина Бича",
27295,"Розвідник з Молота Оргріма",
27296,"Бурлящий водяний загробник",
27297,"Снайперская винтовка",
27298,"Каника Златокладезь",
27299,"Рамик Ключемах",
27300,"Израненный житель Даларану",
27301,"Бабагануш Сварливый",
27302,"Эмилина Маслобрызг",
27303,"Дарталия Черножог",
27304,"Фабиоцо Чудовий",
27305,"Проекція Інгвара Розкрадача",
27306,"Верховний маг Алварекс",
27307,"Дак'хал Чорний",
27308,"Дрог Крушитель Черепів",
27309,"Хунака Зеленое Копито",
27310,"Грезла Відьма",
27311,"Мона Вечновесенняя",
27312,"Китз Гордий Бриз",
27313,"Ремеслий Головолом",
27314,"Адореан Лью",
27315,"Изирами Попутный Вітер",
27316,"Остин",
27317,"Мендез Тінь Ночи",
27318,"Воєнний маг Сильва",
27319,"Воєнний маг Кат'лин",
27320,"Небесний капітан Марк Джексон",
27321,"Тотем кільця вогню VIII",
27322,"Битти Хладолей",
27323,"Волхв Фэнхзи Добродел",
27324,"Чародей Алек",
27325,"Донован Бейл",
27326,"Гарл Мрачноседень",
27327,"Поразительный Занзо",
27328,"Данрик Зухвалий",
27329,"Жриця місяця Ниси",
27330,"Сгнивший труп троля",
27331,"Портал для повернення з Місячної галявини",
27332,"Портал в Місячну Галявину",
27333,"Ирод",
27334,"Кристаллический хранитель",
27335,"Кристаллический заступник",
27336,"Кристаллический льодяною элементаль",
27337,"Кристаллический осколыш",
27338,"Кристаллическая грация",
27339,"Кристаллический льодяною гигант",
27340,"Кристаллический хлестун",
27341,"Кристаллический ветвеплет",
27342,"Керистраз",
27343,"Оруженосец",
27344,"Древо Раскаленных Тисков",
27363,"Зелена жриця",
27364,"Кор'кронский транспортный літак",
27365,"Кор'кронский пилот",
27366,"Подавительная гармата ""Кор'Крона""",
27367,"Кор'кронский пехотный транспортер",
27368,"Піхотинець-бомбардир",
27369,"Капітан-бомбардир",
27370,"Скелет-привратник",
27371,"Верховний маг Времиар",
27372,"Мор'зул Вісник Крові",
27373,"Джимми Вымогатель",
27374,"Никс Лють Крові",
27375,"Посол Ярокров",
27376,"Давид Уэйн",
27377,"Гор'шак",
27378,"Древняя гончая Надр",
27379,"Гонча Надр",
27380,"Нетронь",
27381,"Птенец лісового долгонога",
27383,"Эрит Примула",
27384,"Усовершенствованный манекен-мишень",
27385,"Косатка Мерцающей бухты",
27386,"Бойовий вартовий застави Бор'горок",
27387,"Батрак застави Бор'горок",
27388,"Вовк застави Бор'горока",
27389,"Боральская горгулья",
27390,"Гьялербронская горгулья",
27391,"Бруннхильдарский бойовий ведмідь",
27392,"Мертвый бойовий ведмідь",
27393,"Мьординский боєць",
27394,"Піхотинець Гневная Рука",
27395,"Воскрешенное поганище",
27396,"Верховний пророк Акалі",
27397,"Шкварчун",
27398,"Раненый гоблін-рудокоп",
27399,"Матір Тауранук",
27400,"Суслик",
27401,"Приборкувач вітри Каган",
27403,"Колдунья высших ельфів",
27404,"Встревоженный житель Стратхольму",
27405,"Джеденарский темноплет",
27406,"Заиндевелый воїн",
27407,"Заиндевелый оракул",
27408,"Воїн Заиндевелых",
27409,"Оракул Заиндевелых",
27410,"Горлок з племені Заиндевелых",
27411,"Чарівник средоточия",
27412,"Надзирательница Сира",
27413,"Юльда Опустошительница",
27414,"Жрець-ворон Багряного Натиска",
27415,"Голлук Кам'яний Кулак",
27416,"Снегопадный лось",
27417,"Банток Льодяна Пыль",
27418,"Велика мать Льодяна Пыль",
27419,"Воїн Крижаного Туману",
27420,"Бойовий вартовий Азжол-анака",
27421,"Отдыхающий охотничий прислужник",
27423,"Серо-дымчатый мисливець",
27424,"Мистик з клану Гнилобрюхих",
27425,"Мисливець на драконів з клану Гнилобрюхих",
27426,"Огр з клану Гнилобрюхих",
27427,"Изверг з клану Гнилобрюхих",
27428,"Шаман з клану Гнилобрюхих",
27429,"Громила з клану Гнилобрюхих",
27430,"Огр-маг з клану Гнилобрюхих",
27431,"Вождь клану Гнилобрюхих",
27432,"Воїн з клану Гнилобрюхих",
27433,"Лютий мистик холмов",
27434,"Лютий мусорщик холмов",
27435,"Лютий громила холмов",
27436,"Имиржар-дикарь",
27437,"Имиржар-плотоед",
27438,"Имиржар-знахарь",
27439,"Имиржар-гарпунщик",
27440,"Имиржар-берсерк",
27441,"Имиржар-шаман заката",
27442,"Имиржар-воїн",
27443,"Имиржар-повелитель велетнів",
27444,"Имиржар-некромант",
27445,"Обращенный сборщик врожаю",
27446,"Матиас Нетлер",
27447,"Приборкувач гиппогрифов Стефанос",
27448,"Збір трав",
27449,"Взлом замка",
27450,"Ледоплет-плевальщик",
27451,"Ледоплет-прядильщик",
27452,"Разлагатель з племені Темної Крові",
27453,"Майридон Бойовий Горн",
27454,"Ховин Мягкое Перо",
27455,"Благословенное знамя Авангарду",
27456,"Натанос Гнилостень",
27457,"Наглядач роя Хат'ар",
27458,"Дуелянт-победитель",
27459,"Прыгобот Громбабаха",
27460,"Бубух Громбабах",
27461,"Знахарь з племені Порочной Ветви",
27462,"Валь'кира-надсмотрщица",
27463,"Двері",
27464,"Острожал з улья Зукк'аш",
27465,"Оса з улья Зукк'аш",
27466,"Рабочий улья Зукк'аш",
27467,"Проходчик улья Зукк'аш",
27468,"Дракондор Клинка Світанку",
27469,"Чарівна химера",
27470,"Переродившийся Спесивец",
27471,"Джонатан Карвин",
27472,"Распространитель гнилі Покинутих",
27473,"Сверкающий заяц",
27483,"Посвященный сквернокров",
27484,"Подопытный Бича",
27485,"Самец элекка",
27486,"Медвежонок Blizzard",
27487,"Великий ведмідь Blizzard",
27488,"Відьма з стаи Шаленого Вітру",
27489,"Гарпия з стаи Шаленого Вітру",
27490,"Душительница з стаи Шаленого Вітру",
27491,"Колдунья з стаи Шаленого Вітру",
27492,"Матриарх стаи Шаленого Вітру",
27493,"Созданный тотем Шаленого Вітру",
27494,"Корчмарь Опера Виндфури",
27495,"Аянна Вічна Мандрівниця",
27496,"Предводительница шпионов Мелиса Високий Венец",
27497,"Вчений Рунічний Шип",
27498,"Канкан",
27499,"Круговзорский костолом",
27500,"Ирреальный хлестун",
27501,"Хлестун Скверни",
27502,"Смертельний хлестун",
27503,"Джо Ромси",
27504,"Бенджари Эдьюн",
27505,"Беканна Эдьюн",
27506,"Алеанна Эдьюн",
27507,"Лорд Афрасастраз",
27508,"Воссозданный льодяною змій",
27509,"Поганище Мрачного Свода",
27510,"Рыскатель Мрачного Свода",
27511,"Агрессор Мрачного Свода",
27512,"Грифон Мрачного Свода",
27513,"Костяной вартовий Мрачного Свода",
27514,"Чароплет Хладдары",
27515,"Квалдирский ткач туманів",
27516,"Скадирский ткач туманів",
27517,"Нельно Медноблеск",
27518,"Головастик Зимових Плавників",
27519,"Тренувальний манекен для начинающих",
27520,"Хладный дух",
27521,"Харли Чернопых",
27522,"Громорогий крылень",
27523,"Ослабленный мандрівник глибин",
27524,"Ослабленный береговой мандрівник",
27525,"Ослабленный сухопутный бродяга",
27526,"Ослабленный мандрівник волн",
27527,"Ослабленный скальный великан",
27528,"Командир Ашлам Невгамовний",
27529,"Новобранец армии Розколотого Сонця",
27530,"Новобранец Багряного ордену",
27531,"Острозуб нагорья",
27532,"Божевільний дикий совух",
27533,"Беснующийся дикий совух",
27534,"Дикий совух-душитель",
27535,"Зараженный дикий совух",
27536,"Облученный дикий совух",
27537,"Труп безумного дикого совуха",
27538,"Механический огнемет",
27539,"Древо Палаючого Гніздів'я",
27540,"К-3 Снегоход",
27541,"Сторожова гармата К-3",
27542,"Костолом К-3",
27543,"Майстер-коваль Закалон",
27544,"Хладнокрылый птенец",
27545,"Хладнокрылая химера",
27546,"Лейтенант Промозглый Вітер",
27547,"Хладнокрылый опустошитель",
27548,"Лопотун",
27549,"Харолд Хагглер",
27550,"Ткач жаху з культу Приверженцев Тіні",
27551,"Джеденарский ткач жаху",
27552,"Ткач жаху з легіону Вогняного Клейма",
27553,"Прикликаний ткач жаху з легіону Чорнорука",
27554,"Ануб'арский ткач жаху",
27555,"Ткач жаху з легіону Чорнорука",
27556,"Взрослый просеиватель кісток",
27557,"Просеиватель кісток",
27558,"Гниючий лісовий гневень",
27559,"Гневень Клятвы Кігтя",
27560,"Панцирный скорпид",
27561,"Огнечешуйчатый дракон Кігтя Смерті",
27562,"Огнечешуйчатая драконида",
27563,"Огнечешуйчатый дракончик",
27564,"Побирушка з племені Трепещущего Тростника",
27565,"Зара Ясная Звезда",
27566,"Хранитель вівтаря",
27567,"Талваш дель Киссель ",
