long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,
1392,-1,615,0,"Вбивство Сартаріона (Кімната Аспектів, 10 гравців)",,,,,,,,"Вбивство Сартаріона (Кімната Аспектів, 10 гравців)",,,,,,,,0xFF01FE,"Вбивство Сартаріона (Кімната Аспектів, 10 гравців)",,,,,,,,"Вбивство Сартаріона (Кімната Аспектів, 10 гравців)",,,,,,,,0xFF01FE,14823,0xA,56,0x1,1699,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2996,-1,603,0,"Тінефобія (10 гравців)",,,,,,,,"Тінефобія (10 гравців)",,,,,,,,0xFF01FE,"Здолайте генерала Везакса в рейді на 10 гравців. Жоден учасник рейду не повинен потрапити під удар Темного сокрушения.",,,,,,,,"Здолайте генерала Везакса в рейді на 10 гравців. Жоден учасник рейду не повинен потрапити під удар Темного сокрушения.",,,,,,,,0xFF01FE,14961,0xA,56,0x0,1939,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
2997,-1,603,0,"Тінефобія (25 гравців)",,,,,,,,"Тінефобія (25 гравців)",,,,,,,,0xFF01FE,"Здолайте генерала Везакса в рейді на 25 гравців. Жоден учасник рейду не повинен потрапити під удар Темного сокрушения.",,,,,,,,"Здолайте генерала Везакса в рейді на 25 гравців. Жоден учасник рейду не повинен потрапити під удар Темного сокрушения.",,,,,,,,0xFF01FE,14962,0xA,56,0x0,1939,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3802,-1,-1,0,"Сповідниця Срібного Авангарду",,,,,,,,"Сповідниця Срібного Авангарду",,,,,,,,0xFF01FE,"Перемогти сповідницю Срібного Авангарду Пейлтресс, пройшовши випробування чемпіона в героїчному режимі декілька раз і подавив 5 різних спогадів з прошлого.",,,,,,,,"Перемогти сповідницю Срібного Авангарду Пейлтресс, пройшовши випробування чемпіона в героїчному режимі декілька раз і подавив 5 різних спогадів з прошлого.",,,,,,,,0xFF01FE,14921,0xA,56,0x0,2792,"",,,,,,,,"",,,,,,,,0xFF1BFF,5,0,
4682,-1,-1,0,"Вбивство Кривавої королеви (25 гравців гер.)",,,,,,,,"Вбивство Кривавої королеви (25 гравців гер.)",,,,,,,,0xFF01FE,"Вбивство Кривавої королеви (25 гравців гер.)",,,,,,,,"Вбивство Кривавої королеви (25 гравців гер.)",,,,,,,,0xFF01FE,15062,0x0,56,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
453,0,-1,0,"Сержант",,,,,,,,"Сержант",,,,,,,,0xFF01FE,"Отримайте звання ""Сержант"".",,,,,,,,"Отримайте звання ""Сержант"".",,,,,,,,0xFF01FE,81,0x0,57,0x0,3346,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1393,-1,615,0,"Вбивство Сартаріона (Кімната Аспектів, 25 гравців)",,,,,,,,"Вбивство Сартаріона (Кімната Аспектів, 25 гравців)",,,,,,,,0xFF01FE,"Вбивство Сартаріона (Кімната Аспектів, 25 гравців)",,,,,,,,"Вбивство Сартаріона (Кімната Аспектів, 25 гравців)",,,,,,,,0xFF01FE,14823,0xA,57,0x1,1699,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3181,-1,603,0,"Обожнюю запах сароніту вранці (10 гравців)",,,,,,,,"Обожнюю запах сароніту вранці (10 гравців)",,,,,,,,0xFF01FE,"Здолайте генерала Везакса в рейді на 10 гравців після убивства саронітового ворога.",,,,,,,,"Здолайте генерала Везакса в рейді на 10 гравців після убивства саронітового ворога.",,,,,,,,0xFF01FE,14961,0xA,57,0x0,3868,"",,,,,,,,"",,,,,,,,0xE8FF01EC,0,0,
3188,-1,603,0,"Обожнюю запах сароніту вранці (25 гравців)",,,,,,,,"Обожнюю запах сароніту вранці (25 гравців)",,,,,,,,0xFF01FE,"Здолайте генерала Везакса в рейді на 25 гравців після убивства саронітового ворога.",,,,,,,,"Здолайте генерала Везакса в рейді на 25 гравців після убивства саронітового ворога.",,,,,,,,0xFF01FE,14962,0xA,57,0x0,3868,"",,,,,,,,"",,,,,,,,0xE8FF01EC,0,0,
3803,-1,-1,0,"Однокнопковий",,,,,,,,"Однокнопковий",,,,,,,,0xFF01FE,"Добийте Едріка Чистого ударом його власного молота, виконуючи випробування чемпіона в героїчному режимі.",,,,,,,,"Добийте Едріка Чистого ударом його власного молота, виконуючи випробування чемпіона в героїчному режимі.",,,,,,,,0xFF01FE,14921,0xA,57,0x0,42,"",,,,,,,,"",,,,,,,,0xFF1BFF,0,0,
4652,-1,-1,0,"Вбивство Сіндрагоси (10 гравців)",,,,,,,,"Вбивство Сіндрагоси (10 гравців)",,,,,,,,0xFF01FE,"Вбивство Сіндрагоси (10 гравців)",,,,,,,,"Вбивство Сіндрагоси (10 гравців)",,,,,,,,0xFF01FE,15062,0x0,57,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
450,0,-1,0,"Старший сержант",,,,,,,,"Старший сержант",,,,,,,,0xFF01FE,"Отримайте звання ""Старший сержант"".",,,,,,,,"Отримайте звання ""Старший сержант"".",,,,,,,,0xFF01FE,81,0x0,58,0x0,3347,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1391,-1,616,0,"Вбивство Малігоса (10 гравців)",,,,,,,,"Вбивство Малігоса (10 гравців)",,,,,,,,0xFF01FE,"Вбивство Малігоса (10 гравців)",,,,,,,,"Вбивство Малігоса (10 гравців)",,,,,,,,0xFF01FE,14823,0xA,58,0x1,1700,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3009,-1,603,0,"Помиріться і поцілуйтесь. (10 гравців)",,,,,,,,"Помиріться і поцілуйтесь. (10 гравців)",,,,,,,,0xFF01FE,"/Поцілуйте розлючену на вас Сару в Ульдуарі в рейді на 10 гравців.",,,,,,,,"/Поцілуйте розлючену на вас Сару в Ульдуарі в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,58,0x0,3192,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3011,-1,603,0,"Помиріться і поцілуйтесь (25 гравців)",,,,,,,,"Помиріться і поцілуйтесь (25 гравців)",,,,,,,,0xFF01FE,"/Поцілуйте розлючену на вас Сару в Ульдуарі в рейді на 25 гравців.",,,,,,,,"/Поцілуйте розлючену на вас Сару в Ульдуарі в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,58,0x0,3192,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3804,-1,-1,0,"Бувало і гірше",,,,,,,,"Бувало і гірше",,,,,,,,0xFF01FE,"Здолайте Чорного лицаря, виконуючи випробування чемпіона в героїчному режимі. Жоден учасник групи не повинен постраждати від вибуху вурдалака.",,,,,,,,"Здолайте Чорного лицаря, виконуючи випробування чемпіона в героїчному режимі. Жоден учасник групи не повинен постраждати від вибуху вурдалака.",,,,,,,,0xFF01FE,14921,0xA,58,0x0,1652,"",,,,,,,,"",,,,,,,,0xFF1BFF,0,0,
4684,-1,-1,0,"Вбивство Сіндрагоси (10 гравців гер.)",,,,,,,,"Вбивство Сіндрагоси (10 гравців гер.)",,,,,,,,0xFF01FE,"Вбивство Сіндрагоси (10 гравців гер.)",,,,,,,,"Вбивство Сіндрагоси (10 гравців гер.)",,,,,,,,0xFF01FE,15062,0x0,58,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
452,0,-1,0,"Старшина",,,,,,,,"Старшина",,,,,,,,0xFF01FE,"Отримайте звання ""Старшина"".",,,,,,,,"Отримайте звання ""Старшина"".",,,,,,,,0xFF01FE,81,0x0,59,0x0,3348,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1394,-1,616,0,"Вбивство Малігоса (25 гравців)",,,,,,,,"Вбивство Малігоса (25 гравців)",,,,,,,,0xFF01FE,"Вбивство Малігоса (25 гравців)",,,,,,,,"Вбивство Малігоса (25 гравців)",,,,,,,,0xFF01FE,14823,0xA,59,0x1,1700,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3157,-1,603,0,"Три вогника в пітьмі (10 гравців)",,,,,,,,"Три вогника в пітьмі (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона за допомогою не більше трьох хранителів в рейді на 10 гравців.",,,,,,,,"Здолайте Йогг-Сарона за допомогою не більше трьох хранителів в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,59,0x0,2206,"",,,,,,,,"",,,,,,,,0xFDFF01EC,0,0,
3161,-1,603,0,"Три вогника в пітьмі (25 гравців)",,,,,,,,"Три вогника в пітьмі (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона за допомогою не більше трьох хранителів в рейді на 25 гравців.",,,,,,,,"Здолайте Йогг-Сарона за допомогою не більше трьох хранителів в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,59,0x0,2206,"",,,,,,,,"",,,,,,,,0xFDFF01EC,0,0,
4522,-1,632,0,"Сили душі",,,,,,,,"Сили душі",,,,,,,,0xFF01FE,"Здолайте Броньяма в Кузні Душ в героїчному режимі, залишивши в живих не менше 4 осквернених частей душі.",,,,,,,,"Здолайте Броньяма в Кузні Душ в героїчному режимі, залишивши в живих не менше 4 осквернених частей душі.",,,,,,,,0xFF01FE,14921,0xA,59,0x0,4152,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
4683,-1,-1,0,"Вбивство Сіндрагоси (25 гравців)",,,,,,,,"Вбивство Сіндрагоси (25 гравців)",,,,,,,,0xFF01FE,"Вбивство Сіндрагоси (25 гравців)",,,,,,,,"Вбивство Сіндрагоси (25 гравців)",,,,,,,,0xFF01FE,15062,0x0,59,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
451,0,-1,0,"Кам'яний вартовий",,,,,,,,"Кам'яний вартовий",,,,,,,,0xFF01FE,"Отримайте звання ""Кам'яний вартовий"".",,,,,,,,"Отримайте звання ""Кам'яний вартовий"".",,,,,,,,0xFF01FE,81,0x0,60,0x0,3349,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1753,-1,624,0,"Вбивство Аркавона Вартового Каменю (Крижані Простори, 10 гравців)",,,,,,,,"Вбивство Аркавона Вартового Каменю (Крижані Простори, 10 гравців)",,,,,,,,0xFF01FE,"Вбивство Аркавона Вартового Каменю (Крижані Простори, 10 гравців)",,,,,,,,"Вбивство Аркавона Вартового Каменю (Крижані Простори, 10 гравців)",,,,,,,,0xFF01FE,14823,0xA,60,0x1,187,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
3141,-1,603,3157,"Два вогника в пітьмі (10 гравців)",,,,,,,,"Два вогника в пітьмі (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона за допомогою не більше двох хранителів в рейді на 10 гравців.",,,,,,,,"Здолайте Йогг-Сарона за допомогою не більше двох хранителів в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,60,0x0,2206,"",,,,,,,,"",,,,,,,,0xF1FF01EC,0,0,
3162,-1,603,3161,"Два вогника в пітьмі (25 гравців)",,,,,,,,"Два вогника в пітьмі (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона за допомогою не більше двох хранителів в рейді на 25 гравців.",,,,,,,,"Здолайте Йогг-Сарона за допомогою не більше двох хранителів в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,60,0x0,2206,"",,,,,,,,"",,,,,,,,0xFDFF01EC,0,0,
4523,-1,632,0,"Трилике",,,,,,,,"Трилике",,,,,,,,0xFF01FE,"Здолайте Пожирателя Душ в Кузні Душ в героїчному режимі, перервавши усі його заклинання ""Примарний вибух"".",,,,,,,,"Здолайте Пожирателя Душ в Кузні Душ в героїчному режимі, перервавши усі його заклинання ""Примарний вибух"".",,,,,,,,0xFF01FE,14921,0xA,60,0x0,4153,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
4685,-1,-1,0,"Вбивство Сіндрагоси (25 гравців гер.)",,,,,,,,"Вбивство Сіндрагоси (25 гравців гер.)",,,,,,,,0xFF01FE,"Вбивство Сіндрагоси (25 гравців гер.)",,,,,,,,"Вбивство Сіндрагоси (25 гравців гер.)",,,,,,,,0xFF01FE,15062,0x0,60,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
449,0,-1,0,"Кривава гвардія",,,,,,,,"Кривава гвардія",,,,,,,,0xFF01FE,"Отримайте звання ""Кривавий вартовий"".",,,,,,,,"Отримайте звання ""Кривавий вартовий"".",,,,,,,,0xFF01FE,81,0x0,61,0x0,3350,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
1754,-1,624,0,"Вбивство Аркавона Вартового Каменю (Крижані Простори, 25 гравців)",,,,,,,,"Вбивство Аркавона Вартового Каменю (Крижані Простори, 25 гравців)",,,,,,,,0xFF01FE,"Вбивство Аркавона Вартового Каменю (Крижані Простори, 25 гравців)",,,,,,,,"Вбивство Аркавона Вартового Каменю (Крижані Простори, 25 гравців)",,,,,,,,0xFF01FE,14823,0xA,61,0x1,187,"",,,,,,,,"",,,,,,,,0x7DFF01EC,0,0,
3158,-1,603,3141,"Огонек в пітьмі (10 гравців)",,,,,,,,"Огонек в пітьмі (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона за допомогою лише одного хранителя в рейді на 10 гравців.",,,,,,,,"Здолайте Йогг-Сарона за допомогою лише одного хранителя в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,61,0x0,2206,"",,,,,,,,"",,,,,,,,0xFDFF01EC,0,0,
3163,-1,603,3162,"Огонек в пітьмі (25 гравців)",,,,,,,,"Огонек в пітьмі (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона за допомогою лише одного хранителя в рейді на 25 гравців.",,,,,,,,"Здолайте Йогг-Сарона за допомогою лише одного хранителя в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,61,0x0,2206,"",,,,,,,,"",,,,,,,,0xFDFF01EC,0,0,
4524,-1,658,0,"Не чекай до одинадцяти!",,,,,,,,"Не чекай до одинадцяти!",,,,,,,,0xFF01FE,"Здолайте начальника кузні Гархлада в Ямі Сарона в героїчному режимі перш ніж ефект ""Вічна мерзлота"" насумується 11 раз на будь-якому з гравців.",,,,,,,,"Здолайте начальника кузні Гархлада в Ямі Сарона в героїчному режимі перш ніж ефект ""Вічна мерзлота"" насумується 11 раз на будь-якому з гравців.",,,,,,,,0xFF01FE,14921,0xA,61,0x0,4154,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
4653,-1,-1,0,"Перемоги Короля Ліча (10 гравців)",,,,,,,,"Перемоги Короля Ліча (10 гравців)",,,,,,,,0xFF01FE,"Перемоги Короля Ліча (10 гравців)",,,,,,,,"Перемоги Короля Ліча (10 гравців)",,,,,,,,0xFF01FE,15062,0x0,61,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
469,0,-1,0,"Легіонер",,,,,,,,"Легіонер",,,,,,,,0xFF01FE,"Отримайте звання ""Легіонер"".",,,,,,,,"Отримайте звання ""Легіонер"".",,,,,,,,0xFF01FE,81,0x0,62,0x0,3351,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
3159,-1,603,3158,"Один в пітьмі (10 гравців)",,,,,,,,"Один в пітьмі (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона без допомоги хранителів в рейді на 10 гравців.",,,,,,,,"Здолайте Йогг-Сарона без допомоги хранителів в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,62,0x0,2206,"",,,,,,,,"",,,,,,,,0xFDFF01EC,0,0,
3164,-1,603,3163,"Один в пітьмі (25 гравців)",,,,,,,,"Один в пітьмі (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона без допомоги хранителів в рейді на 25 гравців.",,,,,,,,"Здолайте Йогг-Сарона без допомоги хранителів в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,62,0x0,2206,"",,,,,,,,"",,,,,,,,0xFDFF01EC,0,0,
4525,-1,658,0,"Носіть каски",,,,,,,,"Носіть каски",,,,,,,,0xFF01FE,"Розчистіть шлях до Повелителя Бича Тиранія в Ямі Сарона в героїчному режимі. Під час першої спроби жоден учасник рейду не повинен отримати шкоди від борульок.",,,,,,,,"Розчистіть шлях до Повелителя Бича Тиранія в Ямі Сарона в героїчному режимі. Під час першої спроби жоден учасник рейду не повинен отримати шкоди від борульок.",,,,,,,,0xFF01FE,14921,0xA,62,0x0,4155,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
4686,-1,-1,0,"Перемоги Короля Ліча (10 гравців гер.)",,,,,,,,"Перемоги Короля Ліча (10 гравців гер.)",,,,,,,,0xFF01FE,"Перемоги Короля Ліча (10 гравців гер.)",,,,,,,,"Перемоги Короля Ліча (10 гравців гер.)",,,,,,,,0xFF01FE,15062,0x0,62,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
448,0,-1,0,"Центуріон",,,,,,,,"Центуріон",,,,,,,,0xFF01FE,"Отримайте звання ""Центуріон"".",,,,,,,,"Отримайте звання ""Центуріон"".",,,,,,,,0xFF01FE,81,0x0,63,0x0,3352,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
3008,-1,603,0,"Зведи мене з розуму (10 гравців)",,,,,,,,"Зведи мене з розуму (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона в рейді на 10 гравців. Жоден учасник рейду не повинен сойти з ума.",,,,,,,,"Здолайте Йогг-Сарона в рейді на 10 гравців. Жоден учасник рейду не повинен сойти з ума.",,,,,,,,0xFF01FE,14961,0xA,63,0x0,77,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3010,-1,603,0,"Зведи мене з розуму (25 гравців)",,,,,,,,"Зведи мене з розуму (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона в рейді на 25 гравців. Жоден учасник рейду не повинен сойти з ума.",,,,,,,,"Здолайте Йогг-Сарона в рейді на 25 гравців. Жоден учасник рейду не повинен сойти з ума.",,,,,,,,0xFF01FE,14962,0xA,63,0x0,77,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
4526,-1,668,0,"Ми не відступаєм, ми йдемо іншим шляхом",,,,,,,,"Ми не відступаєм, ми йдемо іншим шляхом",,,,,,,,0xFF01FE,"Втечіть від Короля Ліча менше ніж за 6 хвилин.",,,,,,,,"Втечіть від Короля Ліча менше ніж за 6 хвилин.",,,,,,,,0xFF01FE,14921,0xA,63,0x0,4148,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
4687,-1,-1,0,"Перемоги Короля Ліча (25 гравців)",,,,,,,,"Перемоги Короля Ліча (25 гравців)",,,,,,,,0xFF01FE,"Перемоги Короля Ліча (25 гравців)",,,,,,,,"Перемоги Короля Ліча (25 гравців)",,,,,,,,0xFF01FE,15062,0x0,63,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
447,0,-1,0,"Чемпіон",,,,,,,,"Чемпіон",,,,,,,,0xFF01FE,"Отримайте звання ""Чемпіон"".",,,,,,,,"Отримайте звання ""Чемпіон"".",,,,,,,,0xFF01FE,81,0x0,64,0x0,3353,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
3012,-1,603,0,"Древнее нікуди (10 гравців)",,,,,,,,"Древнее нікуди (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона за 7 хвилин в рейді на 10 гравців.",,,,,,,,"Здолайте Йогг-Сарона за 7 хвилин в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,64,0x0,3848,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3013,-1,603,0,"Древнее нікуди (25 гравців)",,,,,,,,"Древнее нікуди (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Йогг-Сарона за 7 хвилин в рейді на 25 гравців.",,,,,,,,"Здолайте Йогг-Сарона за 7 хвилин в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,64,0x0,3848,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
4688,-1,-1,0,"Перемоги Короля Ліча (25 гравців гер.)",,,,,,,,"Перемоги Короля Ліча (25 гравців гер.)",,,,,,,,0xFF01FE,"Перемоги Короля Ліча (25 гравців гер.)",,,,,,,,"Перемоги Короля Ліча (25 гравців гер.)",,,,,,,,0xFF01FE,15062,0x0,64,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
444,0,-1,0,"Лейтенант-генерал",,,,,,,,"Лейтенант-генерал",,,,,,,,0xFF01FE,"Отримайте звання ""Лейтенант-генерал"".",,,,,,,,"Отримайте звання ""Лейтенант-генерал"".",,,,,,,,0xFF01FE,81,0x0,65,0x0,3354,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
3014,-1,603,0,"Вони з'являються з стін (10 гравців)",,,,,,,,"Вони з'являються з стін (10 гравців)",,,,,,,,0xFF01FE,"Здолайте 9 вартових Йогг-Сарона за 12 секунд в рейді на 10 гравців.",,,,,,,,"Здолайте 9 вартових Йогг-Сарона за 12 секунд в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,65,0x0,3871,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3017,-1,603,0,"Вони з'являються з стін (25 гравців)",,,,,,,,"Вони з'являються з стін (25 гравців)",,,,,,,,0xFF01FE,"Здолайте 9 вартових Йогг-Сарона за 12 секунд в рейді на 25 гравців.",,,,,,,,"Здолайте 9 вартових Йогг-Сарона за 12 секунд в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,65,0x0,3871,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
4657,-1,-1,0,"Вбивство Торавона Вартового Льоду (Крижані Простори, 10 гравців)",,,,,,,,"Вбивство Торавона Вартового Льоду (Крижані Простори, 10 гравців)",,,,,,,,0xFF01FE,"Вбивство Торавона Вартового Льоду (Крижані Простори, 10 гравців)",,,,,,,,"Вбивство Торавона Вартового Льоду (Крижані Простори, 10 гравців)",,,,,,,,0xFF01FE,15062,0x0,65,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
446,0,-1,0,"Генерал",,,,,,,,"Генерал",,,,,,,,0xFF01FE,"Отримайте звання ""Генерал"".",,,,,,,,"Отримайте звання ""Генерал"".",,,,,,,,0xFF01FE,81,0x0,66,0x0,3355,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
3015,-1,603,0,"Полуденні дрімоти (10 гравців)",,,,,,,,"Полуденні дрімоти (10 гравців)",,,,,,,,0xFF01FE,"Побачте усі 3 видіння розуму Йогг-Сарона в рейді на 10 гравців.",,,,,,,,"Побачте усі 3 видіння розуму Йогг-Сарона в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,66,0x0,1940,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3016,-1,603,0,"Полуденні дрімоти (25 гравців)",,,,,,,,"Полуденні дрімоти (25 гравців)",,,,,,,,0xFF01FE,"Побачте усі 3 видіння розуму Йогг-Сарона в рейді на 25 гравців.",,,,,,,,"Побачте усі 3 видіння розуму Йогг-Сарона в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,66,0x0,1940,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
4658,-1,-1,0,"Вбивство Торавона Вартового Льоду (Крижані Простори, 25 гравців)",,,,,,,,"Вбивство Торавона Вартового Льоду (Крижані Простори, 25 гравців)",,,,,,,,0xFF01FE,"Вбивство Торавона Вартового Льоду (Крижані Простори, 25 гравців)",,,,,,,,"Вбивство Торавона Вартового Льоду (Крижані Простори, 25 гравців)",,,,,,,,0xFF01FE,15062,0x0,66,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01FC,0,0,
445,0,-1,0,"Вождь",,,,,,,,"Вождь",,,,,,,,0xFF01FE,"Отримайте звання ""Вождь"".",,,,,,,,"Отримайте звання ""Вождь"".",,,,,,,,0xFF01FE,81,0x0,67,0x0,3356,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
3036,-1,603,0,"Під наглядом (10 гравців)",,,,,,,,"Під наглядом (10 гравців)",,,,,,,,0xFF01FE,"Здолайте Алгалона Спостерігача в рейді на 10 гравців.",,,,,,,,"Здолайте Алгалона Спостерігача в рейді на 10 гравців.",,,,,,,,0xFF01FE,14961,0xA,67,0x0,3869,"Титульна нагорода: Заклинатель зірок",,,,,,,,"Титульна нагорода: Заклинатель зірок",,,,,,,,0xFF01FE,0,0,
3037,-1,603,0,"Під наглядом (25 гравців)",,,,,,,,"Під наглядом (25 гравців)",,,,,,,,0xFF01FE,"Здолайте Алгалона Спостерігача в рейді на 25 гравців.",,,,,,,,"Здолайте Алгалона Спостерігача в рейді на 25 гравців.",,,,,,,,0xFF01FE,14962,0xA,67,0x0,3869,"Титульна нагорода: Зоряний мандрівник",,,,,,,,"Титульна нагорода: Зоряний мандрівник",,,,,,,,0xFF01FE,0,0,
4821,-1,-1,0,"Вбивство Халіона (Рубінове Святилище, 10 гравців)",,,,,,,,"Вбивство Халіона (Рубінове Святилище, 10 гравців)",,,,,,,,0xFF01FE,"Вбивство Халіона (Рубінове Святилище, 10 гравців)",,,,,,,,"Вбивство Халіона (Рубінове Святилище, 10 гравців)",,,,,,,,0xFF01FE,15062,0x0,67,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
443,0,-1,0,"Верховний воєначальник",,,,,,,,"Верховний воєначальник",,,,,,,,0xFF01FE,"Отримайте звання ""Верховний воєначальник"".",,,,,,,,"Отримайте звання ""Верховний воєначальник"".",,,,,,,,0xFF01FE,81,0x0,68,0x0,3357,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
3002,-1,603,0,"Критична маса(25 гравців)",,,,,,,,"Критична маса(25 гравців)",,,,,,,,0xFF01FE,"Здолайте Алгалона Спостерігача в рейді на 25 гравців, закрив 3 чорні дири за 10 секунд.",,,,,,,,"Здолайте Алгалона Спостерігача в рейді на 25 гравців, закрив 3 чорні дири за 10 секунд.",,,,,,,,0xFF01FE,14962,0xA,68,0x0,2848,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
3003,-1,603,0,"Критична маса(10 гравців)",,,,,,,,"Критична маса(10 гравців)",,,,,,,,0xFF01FE,"Здолайте Алгалона Спостерігача в рейді на 10 гравців, закрив 3 чорні дири за 10 секунд.",,,,,,,,"Здолайте Алгалона Спостерігача в рейді на 10 гравців, закрив 3 чорні дири за 10 секунд.",,,,,,,,0xFF01FE,14961,0xA,68,0x0,2848,"",,,,,,,,"",,,,,,,,0x7BFF01EC,0,0,
4822,-1,-1,0,"Вбивство Халіона (Рубінове Святилище, 10 гравців, гер.)",,,,,,,,"Вбивство Халіона (Рубінове Святилище, 10 гравців, гер.)",,,,,,,,0xFF01FE,"Вбивство Халіона (Рубінове Святилище, 10 гравців, гер.)",,,,,,,,"Вбивство Халіона (Рубінове Святилище, 10 гравців, гер.)",,,,,,,,0xFF01FE,15062,0x0,68,0x1,1,"",,,,,,,,"",,,,,,,,0xFF01EC,0,0,
442,1,-1,0,"Рядовий",,,,,,,,"Рядовий",,,,,,,,0xFF01FE,"Отримайте звання ""Рядовий"".",,,,,,,,"Отримайте звання ""Рядовий"".",,,,,,,,0xFF01FE,81,0x0,69,0x0,3358,"",,,,,,,,"",,,,,,,,0xFF01EE,0,0,
